SubName;WhichTrial;WhichBlock;FaceCombination;FacesCorrect;AllAnswers;RTimeWS;RTimeHM;HLcol;HLRAWcol;AllLags;AllSOAs;Tilt4T1;Tilt4T2;STime
117;530;6;3;1;0;0.400684279;0.852681199;1;0;1;0.1167;-12;12;61369.968
117;531;6;2;1;1;0.407208998;0.807037608;1;0;2;0.2334;12;-12;61372.784
117;532;6;4;1;1;0.542794186;0.937819336;1;0;10;1.167;12;-12;61375.55
117;533;6;4;1;1;0.427953379;0.827964387;1;0;1;0.1167;12;12;61378.451
117;534;6;3;1;0;0.410147841;0.794167689;1;0;2;0.2334;12;-12;61381.251
117;535;6;4;1;1;0.420716349;0.773755784;1;0;1;0.1167;12;12;61384.017
117;536;6;2;1;1;0.407568674;0.799598341;1;0;3;0.3501;-12;-12;61386.751
117;537;6;2;1;1;0.55207535;0.922104012;1;0;1;0.1167;12;-12;61389.517
117;538;6;4;1;1;0.4679212;0.878947751;1;0;5;0.5835;12;-12;61392.4
117;539;6;2;1;1;0.728083714;1.106169555;1;0;10;1.167;12;12;61395.251
117;540;6;4;1;1;0.567767314;0.978766345;1;0;10;1.167;12;12;61398.317
117;541;6;3;1;1;0.420909947;0.81892866;1;0;2;0.2334;-12;-12;61401.267
117;542;6;2;1;1;0.610785017;0.978793225;1;0;8;0.9336;12;-12;61404.05
117;543;6;6;0;1;0.566146534;1.18908052;1;0;5;0.5835;-12;12;61407
117;544;6;1;1;1;0.622235435;1.009241165;1;0;10;1.167;12;-12;61410.15
117;545;6;1;1;1;0.66429539;1.018785366;1;0;2;0.2334;12;12;61413.117
117;546;6;5;0;1;0.547646605;0.992675291;1;0;2;0.2334;-12;12;61416.101
117;547;6;2;1;1;0.466198662;0.859234077;1;0;3;0.3501;-12;-12;61419.067
117;548;6;1;1;0;0.427728102;0.85175097;1;0;3;0.3501;12;-12;61421.883
117;549;6;6;0;1;0.506319441;0.977398042;1;0;10;1.167;-12;12;61424.7
117;550;6;4;1;0;0.611536688;1.044549204;1;0;3;0.3501;12;-12;61427.65
117;551;6;1;1;1;0.767175706;1.175119095;1;0;5;0.5835;12;-12;61430.667
117;552;6;1;1;1;0.79804348;1.117992127;1;0;8;0.9336;-12;12;61433.8
117;553;6;4;1;1;0.587790424;0.980810479;1;0;8;0.9336;-12;12;61436.883
117;554;6;1;1;1;0.572031901;0.91109071;1;0;5;0.5835;12;-12;61439.833
117;555;6;3;1;1;0.707596289;1.067655476;1;0;10;1.167;-12;12;61442.7
117;556;6;1;1;1;0.411476785;0.779495872;1;0;2;0.2334;-12;12;61445.733
117;557;6;1;1;1;0.410693435;0.803730129;1;0;5;0.5835;12;12;61448.484
117;558;6;3;1;1;0.443557344;0.877205052;1;0;5;0.5835;12;12;61451.25
117;559;6;2;1;1;0.505386333;0.932413003;1;0;1;0.1167;-12;-12;61454.1
117;560;6;1;1;1;0.680595666;1.15062564;1;0;1;0.1167;-12;-12;61457
117;561;6;4;1;0;0.443220389;0.827242156;1;0;1;0.1167;-12;12;61460.116
117;562;6;2;1;0;0.493024567;0.811064438;1;0;8;0.9336;-12;12;61462.899
117;563;6;2;1;1;0.70590479;1.124910441;1;0;3;0.3501;12;12;61465.683
117;564;6;3;1;1;0.813949842;1.174882297;1;0;5;0.5835;-12;-12;61468.766
117;565;6;1;1;1;0.601048179;0.992056419;1;0;1;0.1167;12;-12;61471.916
117;566;6;1;1;1;0.627590568;1.04563943;1;0;3;0.3501;12;-12;61474.883
117;567;6;1;1;1;0.491084751;0.93108662;1;0;10;1.167;-12;12;61477.899
117;568;6;4;1;1;0.591297261;1.151333791;1;0;8;0.9336;-12;12;61480.799
117;569;6;2;1;0;0.610857656;1.025231045;1;0;3;0.3501;-12;-12;61483.916
117;570;6;3;1;0;1.386130221;1.82614745;1;0;2;0.2334;-12;-12;61486.916
117;571;6;5;0;1;0.451386047;0.897386881;1;0;8;0.9336;-12;12;61490.716
117;572;6;3;1;0;0.529035638;0.990955953;1;0;8;0.9336;12;-12;61493.582
117;573;6;3;1;1;0.457106935;0.874118691;1;0;5;0.5835;12;12;61496.532
117;574;6;5;0;1;0.422992481;1.065993096;1;0;2;0.2334;-12;-12;61499.365
117;575;6;5;0;1;0.720914203;1.373916294;1;0;3;0.3501;-12;-12;61502.399
117;576;6;1;1;1;0.507760703;0.99355144;1;0;8;0.9336;-12;-12;61505.732
117;577;6;1;1;1;0.8830325;1.381089004;1;0;10;1.167;-12;-12;61508.682
117;578;6;2;1;1;0.496295246;0.887309566;1;0;3;0.3501;12;12;61512.032
117;579;6;6;0;1;0.452518513;0.8525596;1;0;3;0.3501;-12;-12;61514.882
117;580;6;1;1;0;0.385940463;0.915992728;1;0;1;0.1167;12;-12;61517.699
117;581;6;1;1;1;0.446983862;0.857841774;1;0;5;0.5835;-12;12;61520.582
117;582;6;3;1;1;0.528409405;1.040424136;1;0;8;0.9336;-12;-12;61523.399
117;583;6;4;1;0;0.43753022;0.865588557;1;0;3;0.3501;12;-12;61526.399
117;584;6;3;1;1;0.471530755;0.919547884;1;0;2;0.2334;12;12;61529.232
117;585;6;1;1;0;0.697393857;1.117424455;1;0;3;0.3501;12;-12;61532.115
117;586;6;6;0;0;0.472277626;1.049278425;1;0;5;0.5835;-12;-12;61535.199
117;587;6;3;1;1;0.400751479;0.807800799;1;0;1;0.1167;12;12;61538.215
117;588;6;1;1;1;0.367310616;0.959345147;1;0;3;0.3501;-12;-12;61540.982
117;589;6;4;1;1;0.420261635;0.889266982;1;0;5;0.5835;-12;12;61543.915
117;590;6;5;0;0;0.447393777;0.867431094;1;0;1;0.1167;-12;12;61546.765
117;591;6;3;1;0;0.46630714;0.894326759;1;0;3;0.3501;12;-12;61549.598
117;592;6;3;1;0;0.590847346;0.971859871;1;0;8;0.9336;-12;12;61552.464
117;593;6;1;1;0;0.737723273;1.096740233;1;0;2;0.2334;12;12;61555.398
117;594;6;2;1;1;0.436474233;0.846249279;1;0;5;0.5835;-12;-12;61558.465
117;595;6;2;1;0;0.420772989;0.763762628;1;0;5;0.5835;12;-12;61561.281
117;596;6;2;1;1;0.505657689;0.857702896;1;0;2;0.2334;12;12;61564.015
117;597;6;1;1;1;0.373204302;0.791209966;1;0;10;1.167;-12;12;61566.831
117;598;6;3;1;0;0.417382631;0.809407499;1;0;3;0.3501;-12;12;61569.581
117;599;6;1;1;1;0.416245685;0.800786806;1;0;1;0.1167;-12;-12;61572.365
117;600;6;3;1;0;0.452800109;0.873878694;1;0;2;0.2334;12;-12;61575.131
118;1;1;5;1;1;1.201397167;1.787430493;1;3;3;0.3501;-12;12;66270.902
118;2;1;1;0;1;0.797665565;1.237702633;1;3;8;0.9336;12;12;66274.652
118;3;1;6;1;1;0.675909005;1.235931136;1;3;8;0.9336;-12;-12;66277.851
118;4;1;4;1;1;0.843164837;1.292140354;1;3;2;0.2334;12;12;66281.051
118;5;1;6;1;1;1.042425711;1.507470147;1;3;1;0.1167;-12;-12;66284.301
118;6;1;2;1;1;1.0929582;1.517006348;1;3;8;0.9336;12;12;66287.767
118;7;1;3;1;1;0.882877942;1.365866154;1;3;3;0.3501;-12;12;66291.251
118;8;1;3;1;1;0.845834884;1.317843073;1;3;2;0.2334;-12;12;66294.584
118;9;1;4;1;1;0.810671163;1.259671959;1;3;2;0.2334;-12;12;66297.868
118;10;1;3;0;1;1.17230633;1.564357437;1;3;3;0.3501;-12;-12;66301.084
118;11;1;6;1;1;1.516156758;2.099223722;1;3;10;1.167;-12;-12;66304.617
118;12;1;2;1;1;1.252826925;1.722862659;1;3;8;0.9336;12;12;66308.684
118;13;1;3;1;1;0.782808791;1.440807939;1;3;10;1.167;-12;12;66312.367
118;14;1;3;1;0;0.8941946;1.633063779;1;3;3;0.3501;-12;-12;66315.767
118;15;1;4;1;1;0.871288966;1.529104757;1;3;10;1.167;12;12;66319.367
118;16;1;5;0;1;0.523138751;0.981174315;1;3;2;0.2334;-12;12;66322.85
118;17;1;1;1;1;0.48639265;1.255441292;1;3;3;0.3501;12;-12;66325.801
118;18;1;2;0;0;1.413028765;1.946010274;1;3;1;0.1167;12;-12;66329.017
118;19;1;1;1;0;0.752223572;1.264179743;1;3;2;0.2334;12;-12;66332.917
118;20;1;3;1;1;0.631129084;1.191149614;1;3;3;0.3501;-12;-12;66336.15
118;21;1;4;0;1;0.872422072;1.330467556;1;3;1;0.1167;-12;-12;66339.3
118;22;1;5;0;1;0.710651931;1.373677257;1;3;5;0.5835;-12;12;66342.6
118;23;1;5;0;0;1.072558454;1.659624408;1;3;1;0.1167;-12;-12;66345.934
118;24;1;1;0;1;0.646472252;1.057497522;1;3;1;0.1167;12;12;66349.567
118;25;1;2;0;0;0.90308057;1.663127084;1;3;1;0.1167;-12;12;66352.583
118;26;1;5;0;1;0.755938406;1.229004822;1;3;10;1.167;-12;12;66356.216
118;27;1;4;1;0;0.591213102;1.076230409;1;3;2;0.2334;12;-12;66359.416
118;28;1;2;1;0;1.091502538;1.532520714;1;3;2;0.2334;-12;-12;66362.467
118;29;1;1;1;1;0.905685657;1.403634643;1;3;10;1.167;-12;12;66365.967
118;30;1;2;0;0;1.024414735;1.570293043;1;3;3;0.3501;12;12;66369.333
118;31;1;6;1;1;1.07613249;1.661151109;1;3;3;0.3501;-12;-12;66372.866
118;32;1;4;1;1;0.51606332;1.019050322;1;3;3;0.3501;12;12;66376.499
118;33;1;1;1;1;1.228010274;1.74602557;1;3;8;0.9336;-12;12;66379.483
118;34;1;2;0;0;0.936616151;1.78208912;1;3;2;0.2334;-12;12;66383.2
118;35;1;1;1;1;0.537800328;1.015835002;1;3;3;0.3501;-12;12;66386.949
118;36;1;3;1;0;1.225738303;1.800745527;1;3;3;0.3501;12;-12;66389.933
118;37;1;6;1;1;0.722273866;1.299305705;1;3;5;0.5835;-12;12;66393.699
118;38;1;6;1;0;0.66588129;1.198905038;1;3;1;0.1167;-12;12;66396.966
118;39;1;3;1;0;0.920496992;1.784534209;1;3;2;0.2334;12;-12;66400.133
118;40;1;2;1;1;1.060733642;1.539733424;1;3;2;0.2334;12;12;66403.883
118;41;1;4;1;1;0.702362115;1.304003886;1;3;3;0.3501;12;-12;66407.382
118;42;1;1;1;1;1.182576601;1.63059277;1;3;10;1.167;-12;12;66410.649
118;43;1;1;0;1;1.415803131;1.828816536;1;3;2;0.2334;-12;12;66414.249
118;44;1;4;0;1;0.966104743;1.414126032;1;3;1;0.1167;12;12;66418.049
118;45;1;4;1;1;0.701013331;1.133193538;1;3;5;0.5835;12;12;66421.432
118;46;1;6;1;1;1.008213337;1.484277156;1;3;2;0.2334;-12;-12;66424.532
118;47;1;5;1;1;1.296558859;1.76763778;1;3;3;0.3501;-12;12;66427.982
118;48;1;3;0;1;2.067478518;2.634482962;1;3;3;0.3501;-12;-12;66431.716
118;49;1;4;1;1;0.817699555;1.428748889;1;3;5;0.5835;-12;-12;66436.316
118;50;1;4;0;1;0.51760474;1.213625494;1;3;1;0.1167;12;12;66439.699
118;51;1;3;1;0;1.300585049;1.922599686;1;3;3;0.3501;12;-12;66442.882
118;52;1;1;1;1;1.147564558;1.842569645;1;3;8;0.9336;-12;12;66446.765
118;53;1;6;1;1;0.962786384;2.088837931;1;3;2;0.2334;-12;-12;66450.565
118;54;1;3;1;1;1.033079907;1.536099869;1;3;8;0.9336;12;12;66454.615
118;55;1;2;1;0;0.947342097;1.657349876;1;3;2;0.2334;-12;-12;66458.115
118;56;1;4;1;1;1.130290214;1.636297019;1;3;10;1.167;-12;-12;66461.748
118;57;1;2;1;1;0.880500691;1.395527544;1;3;8;0.9336;12;-12;66465.348
118;58;1;1;1;1;0.826026171;1.346052961;1;3;3;0.3501;-12;-12;66468.715
118;59;1;3;1;1;1.415692092;1.949414711;1;3;8;0.9336;-12;-12;66472.032
118;60;1;4;1;1;0.937264463;1.41024064;1;3;3;0.3501;-12;-12;66475.948
118;61;1;4;1;1;1.980191607;2.461206724;1;3;10;1.167;12;-12;66479.331
118;62;1;3;1;1;1.212824544;1.748833855;1;3;10;1.167;12;-12;66483.748
118;63;1;5;1;1;1.086450441;1.455425676;1;3;1;0.1167;-12;12;66487.465
118;64;1;2;1;1;1.116033112;1.639054425;1;3;10;1.167;12;12;66490.881
118;65;1;4;1;1;0.455260238;0.883237617;1;3;2;0.2334;12;-12;66494.481
118;66;1;6;1;1;1.625545473;2.035606276;1;3;10;1.167;-12;12;66497.331
118;67;1;3;1;1;0.875717071;1.305728985;1;3;10;1.167;-12;-12;66501.332
118;68;1;4;1;1;1.549300665;1.962395029;1;3;5;0.5835;-12;-12;66504.598
118;69;1;2;1;1;0.476229257;1.331290905;1;3;2;0.2334;12;12;66508.531
118;70;1;1;1;1;0.856510271;1.302525504;1;3;5;0.5835;-12;12;66511.831
118;71;1;1;1;1;0.92304992;1.347019989;1;3;10;1.167;12;12;66515.097
118;72;1;3;0;0;1.592701083;1.977726038;1;3;1;0.1167;12;-12;66518.415
118;73;1;4;1;1;0.677555704;1.08256569;1;3;5;0.5835;12;-12;66522.348
118;74;1;6;1;1;1.327863108;1.671872895;1;3;8;0.9336;-12;-12;66525.397
118;75;1;6;1;1;0.88778764;1.320785757;1;3;10;1.167;-12;12;66529.03
118;76;1;6;1;1;0.902622655;1.322643973;1;3;10;1.167;-12;-12;66532.314
118;77;1;2;1;0;0.947600014;1.337638026;1;3;2;0.2334;12;12;66535.598
118;78;1;4;0;0;1.372781588;1.819788489;1;3;2;0.2334;12;-12;66538.897
118;79;1;4;0;1;0.80767312;1.244823185;1;3;1;0.1167;12;12;66542.681
118;80;1;5;1;1;0.846248639;1.902325059;1;3;1;0.1167;-12;12;66545.897
118;81;1;5;1;1;1.025878717;1.520889179;1;3;8;0.9336;-12;-12;66549.763
118;82;1;2;0;1;1.357863374;1.928879608;1;3;10;1.167;12;-12;66553.247
118;83;1;4;1;1;0.848076136;1.277069822;1;3;10;1.167;-12;12;66557.147
118;84;1;5;1;1;0.698014329;1.682083648;1;3;2;0.2334;-12;12;66560.38
118;85;1;6;1;1;0.991315948;1.44231448;1;3;3;0.3501;-12;12;66564.03
118;86;1;4;0;0;0.802522145;1.222510823;1;3;1;0.1167;-12;12;66567.43
118;87;1;4;0;1;1.00241533;1.457450291;1;3;1;0.1167;12;-12;66570.614
118;88;1;6;1;0;1.527949891;2.12099305;1;3;10;1.167;-12;-12;66574.03
118;89;1;4;1;1;0.771962526;1.174012228;1;3;8;0.9336;12;12;66578.113
118;90;1;3;1;1;0.84779198;1.9279049;1;3;5;0.5835;-12;-12;66581.246
118;91;1;4;1;1;0.45110445;0.932131087;1;3;3;0.3501;-12;12;66585.146
118;92;1;4;1;1;0.606336433;1.034335571;1;3;8;0.9336;-12;-12;66588.047
118;93;1;3;0;1;0.906540686;1.297562366;1;3;1;0.1167;-12;-12;66591.047
118;94;1;5;1;1;0.711115285;1.100384347;1;3;10;1.167;-12;-12;66594.313
118;95;1;4;1;1;0.890645845;1.377658007;1;3;10;1.167;-12;12;66597.38
118;96;1;2;1;0;1.205876791;1.6778949;1;3;2;0.2334;12;-12;66600.729
118;97;1;1;0;1;1.580201719;1.986182892;1;3;3;0.3501;12;12;66604.379
118;98;1;1;1;1;1.015492287;1.459512665;1;3;10;1.167;12;-12;66608.33
118;99;1;4;0;1;0.981376232;1.420436993;1;3;1;0.1167;-12;-12;66611.763
118;100;1;5;1;1;1.067353719;1.499349608;1;3;3;0.3501;-12;12;66615.146
118;101;2;1;1;1;1.028607323;1.50559369;1;3;8;0.9336;-12;-12;66703.595
118;102;2;4;0;1;0.393211413;1.042301232;1;3;1;0.1167;-12;-12;66707.061
118;103;2;3;0;0;1.177536984;1.84057159;1;3;2;0.2334;12;12;66710.061
118;104;2;1;1;1;0.667650868;1.443701663;1;3;2;0.2334;-12;12;66713.862
118;105;2;2;0;0;1.247939946;1.703101305;1;3;1;0.1167;-12;12;66717.261
118;106;2;2;0;1;0.517542661;0.974568637;1;3;1;0.1167;-12;-12;66720.928
118;107;2;1;1;1;0.608371928;1.039413588;1;3;2;0.2334;-12;-12;66723.861
118;108;2;4;1;1;0.552587344;0.977646999;1;3;5;0.5835;-12;12;66726.861
118;109;2;5;0;1;0.795860148;1.51684059;1;3;1;0.1167;-12;-12;66729.811
118;110;2;2;1;1;0.400787958;0.767787538;1;3;2;0.2334;12;12;66733.294
118;111;2;2;1;1;0.587638746;1.000719671;1;3;5;0.5835;12;-12;66736.028
118;112;2;6;1;1;0.803189016;1.467234809;1;3;8;0.9336;-12;12;66738.994
118;113;2;4;1;1;0.777096222;1.276132874;1;3;2;0.2334;12;12;66742.427
118;114;2;3;1;1;0.792998423;1.272038205;1;3;10;1.167;-12;12;66745.661
118;115;2;3;1;1;0.472834419;1.033878937;1;3;5;0.5835;12;12;66748.894
118;116;2;6;1;1;0.799272905;1.242096179;1;3;2;0.2334;-12;-12;66751.894
118;117;2;2;0;1;0.487359998;0.970398129;1;3;3;0.3501;12;-12;66755.094
118;118;2;1;0;0;1.185253048;1.721304278;1;3;1;0.1167;12;-12;66758.027
118;119;2;3;1;1;0.497119236;1.242149938;1;3;5;0.5835;12;12;66761.71
118;120;2;1;1;1;0.527354059;1.066385412;1;3;3;0.3501;-12;-12;66764.911
118;121;2;1;0;1;0.397903834;0.742283216;1;3;1;0.1167;12;12;66767.944
118;122;2;3;0;0;0.640800963;1.232839014;1;3;1;0.1167;12;-12;66770.66
118;123;2;1;0;1;0.867992047;1.505039457;1;3;1;0.1167;12;12;66773.86
118;124;2;4;1;0;0.512625282;0.90464823;1;3;2;0.2334;-12;12;66777.327
118;125;2;5;1;1;0.508158138;0.95916467;1;3;2;0.2334;-12;-12;66780.194
118;126;2;5;1;1;0.462704625;1.04971746;1;3;3;0.3501;-12;-12;66783.111
118;127;2;1;1;1;1.51124962;1.904276715;1;3;10;1.167;12;12;66786.127
118;128;2;2;1;0;0.430847423;1.125885469;1;3;3;0.3501;12;-12;66789.993
118;129;2;2;0;1;0.442696875;0.872707509;1;3;1;0.1167;-12;-12;66793.077
118;130;2;2;1;1;0.442557037;0.882607865;1;3;2;0.2334;-12;12;66795.91
118;131;2;2;0;0;1.360858536;1.918889012;1;3;1;0.1167;12;12;66798.76
118;132;2;5;1;1;0.727759558;1.194955327;1;3;2;0.2334;-12;-12;66802.643
118;133;2;4;1;1;0.596269039;1.052341747;1;3;3;0.3501;-12;12;66805.81
118;134;2;6;1;0;1.066283013;1.593900748;1;3;3;0.3501;-12;12;66808.826
118;135;2;2;1;1;0.660525517;1.059501337;1;3;8;0.9336;-12;12;66812.393
118;136;2;4;1;1;0.420361794;0.789379909;1;3;2;0.2334;12;12;66815.427
118;137;2;2;1;1;0.592562525;1.200577977;1;3;3;0.3501;12;12;66818.177
118;138;2;3;1;1;0.726061339;1.295127517;1;3;5;0.5835;12;-12;66821.343
118;139;2;2;1;0;0.405672377;1.067714355;1;3;2;0.2334;12;-12;66824.61
118;140;2;5;1;1;1.317643716;1.989677249;1;3;3;0.3501;-12;-12;66827.643
118;141;2;1;1;1;0.547798923;0.902807613;1;3;8;0.9336;12;12;66831.592
118;142;2;5;1;1;0.627359531;0.97037349;1;3;5;0.5835;-12;12;66834.46
118;143;2;3;1;1;0.448259046;0.787964246;1;3;3;0.3501;12;12;66837.393
118;144;2;4;1;1;0.462485748;0.894509797;1;3;5;0.5835;12;12;66840.143
118;145;2;2;1;1;0.47594318;1.030972733;1;3;3;0.3501;-12;-12;66843.009
118;146;2;4;1;1;0.621162168;1.284199653;1;3;8;0.9336;12;12;66846.009
118;147;2;3;1;0;0.925565729;1.389559298;1;3;10;1.167;12;12;66849.259
118;148;2;6;1;0;1.187748697;1.630760448;1;3;3;0.3501;-12;12;66852.61
118;149;2;3;1;1;1.715963225;2.148996541;1;3;10;1.167;12;12;66856.209
118;150;2;1;0;1;1.032605353;1.600626104;1;3;1;0.1167;12;12;66860.326
118;151;2;2;1;1;0.403154329;0.682160767;1;3;3;0.3501;12;12;66863.892
118;152;2;5;0;1;0.710349535;0.969377022;1;3;2;0.2334;-12;12;66866.542
118;153;2;2;1;1;0.427176109;0.676180681;1;3;3;0.3501;12;12;66869.476
118;154;2;1;1;1;1.298176119;1.626901296;1;3;8;0.9336;-12;12;66872.109
118;155;2;2;1;1;0.752966603;1.187009826;1;3;3;0.3501;-12;-12;66875.692
118;156;2;2;1;1;0.405197503;0.739203575;1;3;5;0.5835;-12;12;66878.842
118;157;2;2;1;1;0.857412979;1.27244716;1;3;8;0.9336;-12;12;66881.542
118;158;2;3;0;0;0.422330089;1.104367017;1;3;1;0.1167;12;-12;66884.775
118;159;2;6;1;1;0.830865791;1.54085021;1;3;3;0.3501;-12;12;66887.843
118;160;2;3;1;1;0.618138206;1.039163031;1;3;5;0.5835;12;12;66891.342
118;161;2;1;1;1;0.37736393;0.663384681;1;3;5;0.5835;12;12;66894.342
118;162;2;2;0;1;0.481197515;0.766243557;1;3;1;0.1167;-12;12;66896.975
118;163;2;3;1;0;0.506980233;0.804017806;1;3;2;0.2334;-12;-12;66899.708
118;164;2;3;1;1;0.507579265;0.964621882;1;3;5;0.5835;-12;12;66902.475
118;165;2;6;1;1;1.116539666;1.484530273;1;3;1;0.1167;-12;-12;66905.409
118;166;2;3;0;1;0.744751026;1.212777825;1;3;3;0.3501;12;12;66908.858
118;167;2;2;1;1;0.451741242;0.702589632;1;3;2;0.2334;12;-12;66912.042
118;168;2;2;0;1;1.147200723;1.682203966;1;3;2;0.2334;-12;-12;66914.708
118;169;2;6;1;1;0.616398387;1.434452178;1;3;2;0.2334;-12;12;66918.358
118;170;2;6;1;1;1.482543738;1.920558111;1;3;2;0.2334;-12;-12;66921.759
118;171;2;2;0;1;0.595630327;1.14264654;1;3;3;0.3501;-12;12;66925.642
118;172;2;6;1;1;0.817842593;1.258859169;1;3;5;0.5835;-12;-12;66928.741
118;173;2;5;1;0;1.512437445;1.999501446;1;3;5;0.5835;-12;12;66931.958
118;174;2;3;1;0;1.483014452;1.961023526;1;3;3;0.3501;12;-12;66935.924
118;175;2;4;1;1;0.510951063;0.909012976;1;3;8;0.9336;-12;-12;66939.858
118;176;2;1;1;1;0.387413405;0.680447508;1;3;5;0.5835;-12;12;66942.725
118;177;2;5;1;1;0.95271259;1.302723582;1;3;1;0.1167;-12;12;66945.375
118;178;2;4;1;1;0.927216268;1.756264802;1;3;8;0.9336;12;-12;66948.641
118;179;2;3;0;1;1.112888191;1.438887643;1;3;2;0.2334;12;12;66952.357
118;180;2;1;1;1;1.60818153;2.059159582;1;3;5;0.5835;12;12;66955.758
118;181;2;3;0;0;0.582720088;0.920772189;1;3;2;0.2334;-12;12;66959.774
118;182;2;4;1;1;1.310642203;1.758649732;1;3;1;0.1167;-12;12;66962.658
118;183;2;1;1;0;0.402196901;0.887210368;1;3;3;0.3501;12;12;66966.374
118;184;2;6;0;0;1.192427359;1.613396185;1;3;1;0.1167;-12;-12;66969.224
118;185;2;1;1;1;0.366345188;0.614298574;1;3;3;0.3501;12;12;66972.808
118;186;2;1;0;1;0.386169261;0.656177091;1;3;5;0.5835;12;-12;66975.391
118;187;2;3;1;1;1.447698413;2.477740278;1;3;2;0.2334;12;12;66978.008
118;188;2;3;1;1;0.435996159;0.836021886;1;3;8;0.9336;-12;12;66982.457
118;189;2;1;0;1;0.533233985;1.116248469;1;3;2;0.2334;-12;-12;66985.257
118;190;2;1;1;1;0.516101719;0.859140318;1;3;5;0.5835;-12;-12;66988.34
118;191;2;5;1;1;1.255970565;1.706968137;1;3;3;0.3501;-12;-12;66991.174
118;192;2;3;0;0;1.262613683;1.588631694;1;3;3;0.3501;-12;12;66994.841
118;193;2;1;1;1;0.457818286;1.272880114;1;3;2;0.2334;12;12;66998.39
118;194;2;1;0;0;1.902792893;2.552831821;1;3;2;0.2334;12;-12;67001.623
118;195;2;3;0;1;1.152387858;2.467489846;1;3;2;0.2334;12;-12;67006.14
118;196;2;1;0;0;1.595431289;2.04245579;1;3;1;0.1167;-12;-12;67010.574
118;197;2;2;1;1;0.887676922;1.231691508;1;3;8;0.9336;12;-12;67014.574
118;198;2;3;0;0;0.5513112;1.000085439;1;3;2;0.2334;-12;12;67017.773
118;199;2;2;1;1;0.780494579;1.305530267;1;3;10;1.167;-12;12;67020.74
118;200;2;3;1;1;1.016980268;1.424017108;1;3;10;1.167;-12;12;67024.006
118;201;3;3;1;1;0.342103571;0.607067624;1;3;5;0.5835;-12;12;67122.305
118;202;3;2;1;1;0.407583073;0.902607295;1;3;2;0.2334;12;-12;67124.872
118;203;3;2;1;1;0.382081312;0.796105905;1;3;5;0.5835;-12;12;67127.738
118;204;3;6;1;1;0.820678718;1.31572502;1;3;5;0.5835;-12;12;67130.506
118;205;3;6;1;0;1.036561784;1.440558022;1;3;1;0.1167;-12;12;67133.789
118;206;3;3;0;1;0.489036777;1.008606933;1;3;1;0.1167;-12;12;67137.188
118;207;3;3;1;1;0.395636022;0.747644429;1;3;3;0.3501;-12;12;67140.172
118;208;3;1;1;1;0.40621765;0.792253153;1;3;3;0.3501;12;-12;67142.888
118;209;3;1;1;1;0.382395548;0.745440937;1;3;2;0.2334;-12;12;67145.638
118;210;3;4;1;1;0.810973879;1.213997969;1;3;10;1.167;-12;-12;67148.355
118;211;3;2;1;1;0.380785968;0.710799129;1;3;8;0.9336;-12;12;67151.538
118;212;3;3;1;0;1.082396732;1.505431132;1;3;8;0.9336;-12;-12;67154.205
118;213;3;3;1;1;0.414132112;0.783803658;1;3;2;0.2334;-12;-12;67157.671
118;214;3;1;0;1;0.801196401;1.347214227;1;3;1;0.1167;12;12;67160.421
118;215;3;1;1;1;0.445708998;0.837746345;1;3;3;0.3501;12;-12;67163.737
118;216;3;6;1;1;0.637939239;1.10096226;1;3;2;0.2334;-12;12;67166.538
118;217;3;2;1;1;0.376527781;0.770555503;1;3;2;0.2334;12;-12;67169.605
118;218;3;3;1;0;0.987393437;1.670402513;1;3;2;0.2334;12;-12;67172.338
118;219;3;2;1;1;0.947298578;1.387316766;1;3;10;1.167;-12;-12;67175.971
118;220;3;3;1;1;0.492534013;0.932553802;1;3;8;0.9336;12;-12;67179.321
118;221;3;2;1;0;0.977774997;1.425769086;1;3;2;0.2334;12;-12;67182.22
118;222;3;2;0;1;1.232699176;1.610673979;1;3;1;0.1167;12;12;67185.605
118;223;3;2;1;1;0.385556468;0.745576935;1;3;3;0.3501;-12;12;67189.188
118;224;3;5;1;1;0.486094094;0.831096828;1;3;8;0.9336;-12;-12;67191.904
118;225;3;4;1;1;0.437309742;0.701320528;1;3;3;0.3501;-12;-12;67194.704
118;226;3;4;1;0;0.707867646;1.138676989;1;3;8;0.9336;12;12;67197.37
118;227;3;1;0;1;1.058072555;1.462092153;1;3;10;1.167;-12;-12;67200.471
118;228;3;1;1;1;0.445899395;0.902002503;1;3;2;0.2334;12;12;67203.904
118;229;3;5;1;1;2.010581948;2.53041162;1;3;1;0.1167;-12;-12;67206.771
118;230;3;2;1;1;1.255854727;2.077846068;1;3;10;1.167;12;-12;67211.27
118;231;3;3;1;1;0.486112333;0.821119032;1;3;8;0.9336;12;12;67215.32
118;232;3;4;1;1;0.351914008;0.597929818;1;3;2;0.2334;-12;12;67218.104
118;233;3;1;1;1;0.806495535;1.119516588;1;3;3;0.3501;-12;-12;67220.671
118;234;3;4;0;1;0.716393299;1.124408687;1;3;1;0.1167;-12;-12;67223.754
118;235;3;1;1;1;0.384517121;0.736304411;1;3;3;0.3501;-12;12;67226.837
118;236;3;1;1;1;0.662528692;1.019510477;1;3;10;1.167;12;-12;67229.537
118;237;3;1;1;1;0.71235399;1.104369897;1;3;2;0.2334;12;12;67232.52
118;238;3;1;1;1;0.461845756;0.883902889;1;3;8;0.9336;-12;12;67235.587
