Subject	Session	Age	Handedness	Sex	vision	langue.RESP	condition[Block]	color[Block]	target[Block]	Target.RT[Block]	condition[LogLevel5]	Running[LogLevel5]	color[LogLevel5]	target[LogLevel5]	congruence	Target.RT[LogLevel5]	Accuracy	Type d'erreur
1	1	21	right	female	normal	1	Training	yellow	clavier	768	NULL	NULL	NULL	NULL	NULL	NULL		
1	1	21	right	female	normal	1	Training	88,41,0	loupe	891	NULL	NULL	NULL	NULL	NULL	NULL		
1	1	21	right	female	normal	1	Training	yellow	loupe	4840	NULL	NULL	NULL	NULL	NULL	NULL		
1	1	21	right	female	normal	1	Training	0,205,0	loupe	695	NULL	NULL	NULL	NULL	NULL	NULL		
1	1	21	right	female	normal	1	Training	0,205,0	porte	622	NULL	NULL	NULL	NULL	NULL	NULL		
1	1	21	right	female	normal	1	Training	205,0,0	porte	622	NULL	NULL	NULL	NULL	NULL	NULL		
1	1	21	right	female	normal	1	Training	blue	loupe	636	NULL	NULL	NULL	NULL	NULL	NULL		
1	1	21	right	female	normal	1	Training	88,41,0	clavier	746	NULL	NULL	NULL	NULL	NULL	NULL		
1	1	21	right	female	normal	1	Training	237,137,10	clavier	838	NULL	NULL	NULL	NULL	NULL	NULL		
1	1	21	right	female	normal	1	Training	205,0,0	clavier	656	NULL	NULL	NULL	NULL	NULL	NULL		
1	1	21	right	female	normal	1	Training	237,137,10	porte	935	NULL	NULL	NULL	NULL	NULL	NULL		
1	1	21	right	female	normal	1	Training	blue	porte	651	NULL	NULL	NULL	NULL	NULL	NULL		
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	205,0,0	pont	NULL	695	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	0,205,0	studio	NULL	360	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	blue	pont	NULL	637	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	88,41,0	studio	NULL	608	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	237,137,10	pont	NULL	623	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	205,0,0	robe	NULL	613	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	0,205,0	chien	NULL	717	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	0,205,0	pont	NULL	583	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	237,137,10	robe	NULL	611	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	205,0,0	balcon	NULL	702	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	205,0,0	studio	NULL	472	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	blue	chien	NULL	712	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	yellow	robe	NULL	677	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	88,41,0	pont	NULL	670	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	0,205,0	balcon	NULL	708	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	0,205,0	robe	NULL	698	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	blue	balcon	NULL	687	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	yellow	chien	NULL	672	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	yellow	studio	NULL	460	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	yellow	train	NULL	626	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	blue	studio	NULL	389	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	yellow	balcon	NULL	591	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	88,41,0	train	NULL	615	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	237,137,10	studio	NULL	710	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	237,137,10	chien	NULL	447	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	88,41,0	robe	NULL	641	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	205,0,0	train	NULL	669	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	blue	robe	NULL	693	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	88,41,0	balcon	NULL	613	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	yellow	pont	NULL	352	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	0,205,0	train	NULL	621	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	237,137,10	train	NULL	630	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	blue	train	NULL	596	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	88,41,0	chien	NULL	575	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	237,137,10	balcon	NULL	810	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral1	205,0,0	chien	NULL	1243	1	E
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	88,41,0	bombe	NULL	964	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	blue	bombe	NULL	824	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	205,0,0	tumeur	NULL	458	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	yellow	mort	NULL	535	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	205,0,0	torture	NULL	544	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	237,137,10	mort	NULL	497	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	0,205,0	tumeur	NULL	401	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	yellow	haine	NULL	650	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	237,137,10	bombe	NULL	554	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	205,0,0	bombe	NULL	429	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	88,41,0	haine	NULL	554	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	blue	mort	NULL	766	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	205,0,0	misère	NULL	498	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	yellow	bombe	NULL	613	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	blue	misère	NULL	686	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	yellow	tumeur	NULL	559	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	blue	haine	NULL	621	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	237,137,10	torture	NULL	632	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	0,205,0	mort	NULL	747	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	237,137,10	misère	NULL	713	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	88,41,0	mort	NULL	656	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	yellow	torture	NULL	696	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	237,137,10	tumeur	NULL	714	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	88,41,0	torture	NULL	724	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	yellow	misère	NULL	399	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	0,205,0	bombe	NULL	635	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	0,205,0	torture	NULL	546	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	blue	tumeur	NULL	736	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	237,137,10	haine	NULL	994	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	205,0,0	haine	NULL	677	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	88,41,0	misère	NULL	1095	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	blue	torture	NULL	612	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	88,41,0	tumeur	NULL	750	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	0,205,0	haine	NULL	547	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	205,0,0	mort	NULL	863	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	0,205,0	misère	NULL	623	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	237,137,10	tomate	Incongruent	780	0	rouge
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	yellow	chocolat	Incongruent	373	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	88,41,0	salade	Incongruent	781	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	237,137,10	ciel	Incongruent	861	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	blue	salade	Incongruent	1057	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	0,205,0	maïs	Incongruent	738	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	205,0,0	maïs	Incongruent	852	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	yellow	maïs	Congruent	858	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	205,0,0	carotte	Incongruent	681	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	0,205,0	ciel	Incongruent	827	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	yellow	carotte	Incongruent	878	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	205,0,0	tomate	Congruent	745	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	88,41,0	chocolat	Congruent	841	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	yellow	tomate	Incongruent	840	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	237,137,10	chocolat	Incongruent	740	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	0,205,0	chocolat	Incongruent	672	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	205,0,0	chocolat	Incongruent	755	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	88,41,0	carotte	Incongruent	739	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	237,137,10	carotte	Congruent	871	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	blue	carotte	Incongruent	1014	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	205,0,0	salade	Incongruent	578	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	237,137,10	salade	Incongruent	618	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	blue	maïs	Incongruent	779	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	0,205,0	carotte	Incongruent	810	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	88,41,0	ciel	Incongruent	485	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	blue	chocolat	Incongruent	839	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	yellow	salade	Incongruent	765	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	0,205,0	salade	Congruent	516	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	88,41,0	tomate	Incongruent	1678	1	E
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	blue	ciel	Congruent	533	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	205,0,0	ciel	Incongruent	698	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	blue	tomate	Incongruent	981	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	0,205,0	tomate	Incongruent	479	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	yellow	ciel	Incongruent	776	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	88,41,0	maïs	Incongruent	638	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic1	237,137,10	maïs	Incongruent	629	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	yellow	orange	Incongruent	509	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	237,137,10	bleu	Incongruent	447	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	yellow	vert	Incongruent	564	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	blue	vert	Incongruent	339	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	205,0,0	jaune	Incongruent	498	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	yellow	marron	Incongruent	463	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	88,41,0	marron	Congruent	676	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	88,41,0	rouge	Incongruent	539	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	205,0,0	bleu	Incongruent	909	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	0,205,0	rouge	Incongruent	802	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	blue	bleu	Congruent	862	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	0,205,0	orange	Incongruent	1024	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	yellow	bleu	Incongruent	780	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	0,205,0	jaune	Incongruent	974	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	blue	rouge	Incongruent	958	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	88,41,0	jaune	Incongruent	356	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	237,137,10	rouge	Incongruent	724	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	blue	marron	Incongruent	880	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	0,205,0	bleu	Incongruent	1134	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	yellow	jaune	Congruent	665	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	88,41,0	bleu	Incongruent	745	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	237,137,10	orange	Congruent	386	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	0,205,0	marron	Incongruent	995	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	237,137,10	vert	Incongruent	1094	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	blue	jaune	Incongruent	361	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	88,41,0	vert	Incongruent	437	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	205,0,0	rouge	Congruent	785	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	blue	orange	Incongruent	472	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	205,0,0	vert	Incongruent	836	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	205,0,0	marron	Incongruent	1044	0	marron
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	yellow	rouge	Incongruent	348	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	0,205,0	vert	Congruent	393	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	237,137,10	jaune	Incongruent	714	0	jaune
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	88,41,0	orange	Incongruent	824	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	237,137,10	marron	Incongruent	419	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color1	205,0,0	orange	Incongruent	664	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	yellow	tube	NULL	1136	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	205,0,0	tube	NULL	421	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	88,41,0	route	NULL	650	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	0,205,0	cheval	NULL	493	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	blue	cheval	NULL	355	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	yellow	plan	NULL	704	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	205,0,0	plan	NULL	575	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	237,137,10	casque	NULL	875	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	0,205,0	casque	NULL	784	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	237,137,10	cheval	NULL	769	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	0,205,0	route	NULL	679	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	205,0,0	livre	NULL	329	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	yellow	route	NULL	942	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	yellow	cheval	NULL	562	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	blue	casque	NULL	800	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	205,0,0	route	NULL	163	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	blue	tube	NULL	921	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	237,137,10	tube	NULL	424	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	88,41,0	casque	NULL	927	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	blue	route	NULL	1118	1	rou-bleu
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	0,205,0	tube	NULL	739	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	yellow	livre	NULL	757	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	blue	livre	NULL	806	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	0,205,0	plan	NULL	790	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	88,41,0	tube	NULL	713	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	205,0,0	casque	NULL	835	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	blue	plan	NULL	597	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	88,41,0	livre	NULL	715	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	88,41,0	plan	NULL	593	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	237,137,10	livre	NULL	360	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	yellow	casque	NULL	934	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	237,137,10	route	NULL	653	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	0,205,0	livre	NULL	646	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	205,0,0	cheval	NULL	728	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	88,41,0	cheval	NULL	694	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Neutral	Neutral2	237,137,10	plan	NULL	451	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	88,41,0	cancer	NULL	995	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	88,41,0	vomi	NULL	480	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	205,0,0	guerre	NULL	870	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	yellow	cancer	NULL	945	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	237,137,10	cadavre	NULL	1079	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	0,205,0	tombe	NULL	803	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	205,0,0	vomi	NULL	786	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	yellow	vomi	NULL	855	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	205,0,0	cancer	NULL	883	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	blue	vomi	NULL	583	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	0,205,0	enfer	NULL	779	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	237,137,10	tombe	NULL	926	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	0,205,0	guerre	NULL	586	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	yellow	cadavre	NULL	729	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	237,137,10	enfer	NULL	909	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	yellow	tombe	NULL	1142	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	88,41,0	cadavre	NULL	1119	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	blue	cadavre	NULL	387	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	88,41,0	guerre	NULL	1094	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	88,41,0	enfer	NULL	1339	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	0,205,0	cadavre	NULL	810	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	0,205,0	cancer	NULL	928	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	yellow	guerre	NULL	705	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	205,0,0	tombe	NULL	966	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	blue	cancer	NULL	1203	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	88,41,0	tombe	NULL	938	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	blue	tombe	NULL	1220	1	ma-bleu
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	blue	enfer	NULL	840	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	205,0,0	cadavre	NULL	825	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	yellow	enfer	NULL	1099	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	0,205,0	vomi	NULL	818	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	205,0,0	enfer	NULL	1019	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	237,137,10	guerre	NULL	1077	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	237,137,10	cancer	NULL	438	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	blue	guerre	NULL	473	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	237,137,10	vomi	NULL	654	1	
