Subject	Session	Age	Handedness	Sex	vision	langue.RESP	condition[Block]	color[Block]	target[Block]	Target.RT[Block]	condition[LogLevel5]	Running[LogLevel5]	color[LogLevel5]	target[LogLevel5]	congruence	Target.RT[LogLevel5]	Accuracy	Type d'erreur
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	237,137,10	soleil	Incongruent	529	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	blue	lac	Congruent	777	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	0,205,0	cacao	Incongruent	608	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	237,137,10	abricot	Congruent	542	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	0,205,0	lac	Incongruent	859	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	205,0,0	fraise	Congruent	687	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	205,0,0	soleil	Incongruent	532	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	88,41,0	fraise	Incongruent	681	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	yellow	fraise	Incongruent	1013	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	237,137,10	lac	Incongruent	615	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	88,41,0	soleil	Incongruent	639	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	yellow	cacao	Incongruent	634	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	blue	soleil	Incongruent	781	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	88,41,0	herbe	Incongruent	702	1	R
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	88,41,0	cacao	Congruent	599	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	205,0,0	abricot	Incongruent	648	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	yellow	lac	Incongruent	772	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	blue	abricot	Incongruent	695	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	0,205,0	jaune	Incongruent	899	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	237,137,10	jaune	Incongruent	644	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	blue	rouge	Incongruent	633	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	88,41,0	marron	Congruent	665	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	88,41,0	bleu	Incongruent	568	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	blue	vert	Incongruent	709	1	R
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	0,205,0	bleu	Incongruent	1001	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	205,0,0	vert	Incongruent	596	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	237,137,10	rouge	Incongruent	634	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	blue	bleu	Congruent	707	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	237,137,10	orange	Congruent	513	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	blue	orange	Incongruent	1052	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	0,205,0	orange	Incongruent	837	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	yellow	bleu	Incongruent	956	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	205,0,0	jaune	Incongruent	648	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	yellow	vert	Incongruent	1415	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	237,137,10	marron	Incongruent	800	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	yellow	marron	Incongruent	1027	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	205,0,0	rouge	Congruent	649	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	yellow	orange	Incongruent	1232	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	205,0,0	orange	Incongruent	819	1	R
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	88,41,0	rouge	Incongruent	751	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	0,205,0	marron	Incongruent	807	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	237,137,10	vert	Incongruent	635	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	237,137,10	bleu	Incongruent	523	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	205,0,0	bleu	Incongruent	711	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	205,0,0	marron	Incongruent	643	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	blue	jaune	Incongruent	754	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	0,205,0	rouge	Incongruent	818	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	88,41,0	jaune	Incongruent	559	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	88,41,0	orange	Incongruent	530	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	yellow	rouge	Incongruent	1238	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	88,41,0	vert	Incongruent	668	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	blue	marron	Incongruent	974	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	0,205,0	vert	Congruent	1299	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color2	yellow	jaune	Congruent	675	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	237,137,10	tube	NULL	950	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	237,137,10	cheval	NULL	531	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	205,0,0	plan	NULL	580	1	R
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	0,205,0	plan	NULL	693	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	88,41,0	livre	NULL	633	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	yellow	casque	NULL	675	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	88,41,0	cheval	NULL	613	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	blue	cheval	NULL	611	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	237,137,10	route	NULL	528	1	R
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	blue	livre	NULL	696	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	88,41,0	casque	NULL	619	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	237,137,10	plan	NULL	538	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	blue	route	NULL	595	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	0,205,0	tube	NULL	648	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	yellow	plan	NULL	612	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	0,205,0	route	NULL	843	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	237,137,10	casque	NULL	524	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	yellow	cheval	NULL	871	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	205,0,0	cheval	NULL	627	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	0,205,0	livre	NULL	664	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	205,0,0	route	NULL	631	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	blue	casque	NULL	728	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	yellow	route	NULL	694	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	88,41,0	route	NULL	586	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	205,0,0	casque	NULL	721	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	0,205,0	cheval	NULL	750	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	205,0,0	tube	NULL	879	1	R
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	205,0,0	livre	NULL	727	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	237,137,10	livre	NULL	691	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	88,41,0	plan	NULL	690	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	88,41,0	tube	NULL	546	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	blue	plan	NULL	603	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	yellow	tube	NULL	699	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	0,205,0	casque	NULL	1029	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	blue	tube	NULL	857	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	yellow	livre	NULL	709	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	0,205,0	cancer	NULL	816	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	blue	vomi	NULL	1068	1	R
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	237,137,10	guerre	NULL	1044	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	88,41,0	cancer	NULL	1251	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	88,41,0	vomi	NULL	770	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	blue	cancer	NULL	747	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	blue	guerre	NULL	608	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	205,0,0	cadavre	NULL	825	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	88,41,0	cadavre	NULL	670	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	blue	cadavre	NULL	905	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	0,205,0	guerre	NULL	673	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	237,137,10	vomi	NULL	730	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	237,137,10	tombe	NULL	574	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	205,0,0	vomi	NULL	991	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	yellow	vomi	NULL	889	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	yellow	cadavre	NULL	691	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	88,41,0	enfer	NULL	1022	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	blue	tombe	NULL	733	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	205,0,0	cancer	NULL	627	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	0,205,0	vomi	NULL	939	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	yellow	cancer	NULL	918	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	88,41,0	guerre	NULL	568	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	yellow	tombe	NULL	814	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	0,205,0	tombe	NULL	860	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	237,137,10	enfer	NULL	629	1	R
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	yellow	guerre	NULL	799	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	237,137,10	cadavre	NULL	535	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	205,0,0	guerre	NULL	805	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	blue	enfer	NULL	661	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	205,0,0	enfer	NULL	685	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	205,0,0	tombe	NULL	602	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	88,41,0	tombe	NULL	590	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	yellow	enfer	NULL	715	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	237,137,10	cancer	NULL	564	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	0,205,0	enfer	NULL	768	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	0,205,0	cadavre	NULL	548	1	R
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	blue	tumeur	NULL	932	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	yellow	misère	NULL	752	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	blue	bombe	NULL	602	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	0,205,0	mort	NULL	642	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	237,137,10	misère	NULL	550	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	237,137,10	mort	NULL	469	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	237,137,10	torture	NULL	486	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	205,0,0	torture	NULL	596	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	blue	haine	NULL	779	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	205,0,0	tumeur	NULL	715	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	88,41,0	torture	NULL	682	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	237,137,10	tumeur	NULL	606	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	205,0,0	mort	NULL	811	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	237,137,10	haine	NULL	580	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	yellow	torture	NULL	1195	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	88,41,0	mort	NULL	619	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	yellow	haine	NULL	678	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	88,41,0	misère	NULL	565	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	205,0,0	bombe	NULL	641	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	yellow	bombe	NULL	580	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	yellow	mort	NULL	643	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	0,205,0	torture	NULL	615	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	237,137,10	bombe	NULL	519	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	205,0,0	misère	NULL	557	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	0,205,0	tumeur	NULL	682	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	0,205,0	haine	NULL	554	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	205,0,0	haine	NULL	594	1	R
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	88,41,0	bombe	NULL	689	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	yellow	tumeur	NULL	667	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	blue	mort	NULL	667	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	0,205,0	misère	NULL	715	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	blue	misère	NULL	837	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	88,41,0	haine	NULL	802	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	0,205,0	bombe	NULL	660	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	88,41,0	tumeur	NULL	608	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	blue	torture	NULL	574	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	0,205,0	rouge	Incongruent	894	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	blue	vert	Incongruent	736	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	blue	orange	Incongruent	562	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	0,205,0	vert	Congruent	619	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	yellow	jaune	Congruent	638	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	yellow	marron	Incongruent	591	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	88,41,0	marron	Congruent	568	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	205,0,0	rouge	Congruent	552	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	0,205,0	jaune	Incongruent	715	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	0,205,0	bleu	Incongruent	615	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	yellow	bleu	Incongruent	893	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	yellow	rouge	Incongruent	674	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	205,0,0	jaune	Incongruent	595	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	237,137,10	orange	Congruent	580	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	88,41,0	orange	Incongruent	916	1	vert-marron
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	88,41,0	rouge	Incongruent	576	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	237,137,10	rouge	Incongruent	690	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	205,0,0	vert	Incongruent	676	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	0,205,0	marron	Incongruent	960	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	237,137,10	vert	Incongruent	725	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	88,41,0	bleu	Incongruent	629	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	yellow	orange	Incongruent	1193	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	237,137,10	jaune	Incongruent	680	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	blue	marron	Incongruent	709	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	yellow	vert	Incongruent	776	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	blue	jaune	Incongruent	849	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	88,41,0	vert	Incongruent	585	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	88,41,0	jaune	Incongruent	528	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	blue	rouge	Incongruent	595	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	205,0,0	marron	Incongruent	637	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	237,137,10	bleu	Incongruent	547	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	237,137,10	marron	Incongruent	483	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	205,0,0	orange	Incongruent	980	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	205,0,0	bleu	Incongruent	576	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	0,205,0	orange	Incongruent	965	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	blue	bleu	Congruent	660	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	yellow	maïs	Congruent	947	1	R
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	205,0,0	maïs	Incongruent	684	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	205,0,0	carotte	Incongruent	563	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	0,205,0	tomate	Incongruent	678	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	237,137,10	salade	Incongruent	608	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	237,137,10	tomate	Incongruent	495	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	0,205,0	maïs	Incongruent	605	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	88,41,0	carotte	Incongruent	497	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	0,205,0	salade	Congruent	833	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	237,137,10	carotte	Congruent	594	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	88,41,0	maïs	Incongruent	875	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	0,205,0	carotte	Incongruent	820	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	blue	ciel	Congruent	736	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	88,41,0	tomate	Incongruent	684	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	0,205,0	chocolat	Incongruent	719	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	88,41,0	salade	Incongruent	549	1	R
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	205,0,0	salade	Incongruent	792	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	88,41,0	chocolat	Congruent	629	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	yellow	tomate	Incongruent	1044	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	0,205,0	ciel	Incongruent	952	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	237,137,10	ciel	Incongruent	801	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	blue	tomate	Incongruent	709	1	R
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	237,137,10	chocolat	Incongruent	685	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	yellow	salade	Incongruent	927	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	237,137,10	maïs	Incongruent	363	1	
17	2	24	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	blue	carotte	Incongruent	898	1	R
