SubjName	TrialN	WhichBlock	FaceCombination	FacesAcc	Accuracy	Lags	SOA	Tilt4T1	Tilt4T2	TimeofDay
301	1	1	3	1	1	10	1.167	-15	15	36526.65
301	2	1	6	1	1	1	0.1167	-15	-15	36530.633
301	3	1	1	1	1	2	0.2334	-15	-15	36534.816
301	4	1	6	1	1	3	0.3501	-15	-15	36539.115
301	5	1	2	1	1	3	0.3501	-15	-15	36542.982
301	6	1	3	1	1	10	1.167	15	-15	36547.748
301	7	1	3	1	0	2	0.2334	-15	-15	36551.716
301	8	1	2	1	1	5	0.5835	-15	15	36555.715
301	9	1	1	1	1	5	0.5835	15	15	36559.832
301	10	1	3	1	1	5	0.5835	15	-15	36563.731
301	11	1	2	1	1	1	0.1167	15	-15	36568.132
301	12	1	1	1	1	2	0.2334	-15	-15	36571.915
301	13	1	2	1	1	1	0.1167	-15	15	36575.681
301	14	1	2	1	0	2	0.2334	-15	15	36579.548
301	15	1	1	1	1	2	0.2334	15	-15	36583.348
301	16	1	1	1	1	10	1.167	15	-15	36588.598
301	17	1	5	1	1	5	0.5835	-15	-15	36595.398
301	18	1	1	1	1	3	0.3501	-15	-15	36599.197
301	19	1	3	1	1	1	0.1167	-15	-15	36603.498
301	20	1	4	1	1	10	1.167	15	-15	36609.797
301	21	1	3	0	1	1	0.1167	15	15	36613.514
301	22	1	3	0	0	3	0.3501	-15	15	36619.898
301	23	1	3	1	1	5	0.5835	15	15	36625.864
301	24	1	4	0	0	10	1.167	-15	15	36629.83
301	25	1	2	0	0	10	1.167	-15	15	36639.231
301	26	1	4	0	1	10	1.167	15	-15	36642.947
301	27	1	2	1	1	1	0.1167	-15	-15	36647.063
301	28	1	4	0	0	8	0.9336	15	-15	36650.28
301	29	1	6	1	1	10	1.167	-15	-15	36655.497
301	30	1	2	1	1	8	0.9336	-15	-15	36659.18
301	31	1	1	1	1	8	0.9336	-15	15	36662.797
301	32	1	1	0	1	10	1.167	-15	-15	36667.879
301	33	1	4	1	1	8	0.9336	15	15	36671.73
301	34	1	6	1	1	3	0.3501	-15	-15	36675.247
301	35	1	4	0	0	10	1.167	-15	15	36678.796
301	36	1	4	0	0	1	0.1167	-15	15	36683.629
301	37	1	4	1	1	3	0.3501	15	15	36686.996
301	38	1	4	0	0	1	0.1167	-15	15	36690.746
301	39	1	3	0	1	2	0.2334	-15	-15	36694.863
301	40	1	3	1	1	2	0.2334	-15	-15	36698.162
301	41	1	4	0	1	2	0.2334	-15	-15	36701.246
301	42	1	1	0	1	8	0.9336	15	-15	36704.945
301	43	1	3	1	1	1	0.1167	15	-15	36709.779
301	44	1	5	1	1	10	1.167	-15	15	36713.512
301	45	1	6	0	1	2	0.2334	-15	15	36717.512
301	46	1	3	0	1	3	0.3501	15	-15	36720.795
301	47	1	3	1	1	1	0.1167	15	-15	36724.463
301	48	1	2	1	1	8	0.9336	15	15	36728.012
301	49	1	5	1	1	3	0.3501	-15	-15	36731.679
301	50	1	4	1	1	2	0.2334	15	-15	36735.195
301	51	1	1	1	1	1	0.1167	-15	15	36738.612
301	52	1	1	1	1	8	0.9336	15	-15	36742.212
301	53	1	4	1	0	1	0.1167	15	15	36746.112
301	54	1	1	0	1	8	0.9336	15	15	36750.728
301	55	1	2	1	1	2	0.2334	-15	-15	36754.545
301	56	1	3	1	1	2	0.2334	15	-15	36757.729
301	57	1	1	1	1	1	0.1167	15	-15	36760.895
301	58	1	4	1	1	1	0.1167	15	15	36764.162
301	59	1	4	0	0	3	0.3501	-15	15	36767.311
301	60	1	4	1	1	5	0.5835	-15	15	36771.744
301	61	2	4	1	1	8	0.9336	15	-15	36791.11
301	62	2	2	1	1	3	0.3501	-15	15	36794.745
301	63	2	3	1	1	3	0.3501	-15	-15	36797.994
301	64	2	4	1	1	3	0.3501	-15	15	36801.061
301	65	2	4	1	1	10	1.167	15	-15	36804.027
301	66	2	3	1	1	5	0.5835	-15	15	36808.36
301	67	2	3	1	0	10	1.167	15	-15	36811.628
301	68	2	5	1	1	8	0.9336	-15	-15	36815.727
301	69	2	3	1	1	5	0.5835	-15	15	36818.844
301	70	2	2	0	1	8	0.9336	15	15	36822.094
301	71	2	4	0	1	3	0.3501	15	15	36825.543
301	72	2	2	1	0	1	0.1167	-15	15	36829.344
301	73	2	2	1	0	3	0.3501	-15	15	36832.71
301	74	2	2	1	1	1	0.1167	-15	15	36836.127
301	75	2	6	1	1	5	0.5835	-15	-15	36839.293
301	76	2	2	1	1	10	1.167	-15	15	36842.793
301	77	2	5	1	1	1	0.1167	-15	-15	36846.16
301	78	2	3	0	1	3	0.3501	15	15	36849.577
301	79	2	2	1	1	8	0.9336	15	15	36854.477
301	80	2	4	1	1	2	0.2334	15	15	36857.826
301	81	2	1	1	1	1	0.1167	-15	-15	36862.493
301	82	2	2	1	0	10	1.167	15	-15	36865.56
301	83	2	4	1	0	3	0.3501	-15	15	36869.826
301	84	2	1	1	1	3	0.3501	15	15	36874.976
301	85	2	3	1	1	3	0.3501	15	15	36878.259
301	86	2	2	1	1	5	0.5835	-15	-15	36881.51
301	87	2	4	1	1	2	0.2334	15	15	36884.61
301	88	2	2	0	1	1	0.1167	-15	-15	36887.959
301	89	2	1	1	0	1	0.1167	-15	-15	36891.059
301	90	2	4	1	1	3	0.3501	-15	-15	36894.059
301	91	2	5	1	1	1	0.1167	-15	15	36898.176
301	92	2	4	1	1	5	0.5835	-15	-15	36901.609
301	93	2	5	1	1	2	0.2334	-15	15	36904.776
301	94	2	4	1	1	3	0.3501	-15	-15	36911.209
301	95	2	1	1	1	8	0.9336	15	15	36914.925
301	96	2	3	1	1	1	0.1167	15	-15	36918.342
301	97	2	4	1	1	3	0.3501	15	15	36921.342
301	98	2	2	1	0	10	1.167	15	-15	36924.659
301	99	2	1	1	1	8	0.9336	-15	-15	36931.341
301	100	2	2	1	1	10	1.167	-15	15	36935.175
301	101	2	1	1	1	10	1.167	-15	-15	36940.892
301	102	2	6	1	1	5	0.5835	-15	-15	36945.491
301	103	2	2	1	0	10	1.167	-15	-15	36952.609
301	104	2	1	1	1	3	0.3501	15	15	36956.358
301	105	2	5	1	1	1	0.1167	-15	15	36962.191
301	106	2	2	1	1	2	0.2334	-15	15	36965.941
301	107	2	4	1	1	3	0.3501	-15	15	36970.258
301	108	2	3	1	1	3	0.3501	15	-15	36973.508
301	109	2	5	1	1	1	0.1167	-15	-15	36977.158
301	110	2	4	1	1	10	1.167	-15	-15	36981.207
301	111	2	1	1	1	5	0.5835	-15	15	36985.208
301	112	2	4	1	0	3	0.3501	15	-15	36988.708
301	113	2	1	1	1	1	0.1167	-15	-15	36992.608
301	114	2	6	1	1	10	1.167	-15	15	36995.707
301	115	2	2	1	0	1	0.1167	-15	15	36999.14
301	116	2	1	1	1	1	0.1167	15	-15	37002.34
301	117	2	1	1	1	5	0.5835	15	15	37005.774
301	118	2	1	1	1	5	0.5835	15	15	37008.957
301	119	2	3	1	1	10	1.167	15	15	37012.29
301	120	2	4	1	1	2	0.2334	15	15	37015.357
301	121	3	4	1	0	1	0.1167	-15	15	37024.674
301	122	3	3	1	1	5	0.5835	-15	-15	37027.79
301	123	3	2	1	1	1	0.1167	15	15	37030.723
301	124	3	1	1	1	2	0.2334	15	-15	37033.69
301	125	3	2	1	1	8	0.9336	-15	-15	37036.706
301	126	3	1	1	0	2	0.2334	15	-15	37039.707
301	127	3	1	1	1	1	0.1167	-15	15	37042.79
301	128	3	6	1	1	2	0.2334	-15	15	37045.973
301	129	3	1	1	1	2	0.2334	-15	15	37049.373
301	130	3	5	1	1	3	0.3501	-15	15	37052.473
301	131	3	4	1	1	5	0.5835	-15	15	37056.007
301	132	3	5	1	1	2	0.2334	-15	15	37059.023
301	133	3	4	1	1	2	0.2334	15	-15	37062.456
301	134	3	2	1	1	3	0.3501	-15	15	37065.456
301	135	3	2	1	1	8	0.9336	15	-15	37068.922
301	136	3	1	1	1	10	1.167	-15	15	37071.972
301	137	3	4	1	1	1	0.1167	15	15	37075.306
301	138	3	5	1	1	3	0.3501	-15	-15	37082.106
301	139	3	3	1	1	1	0.1167	-15	15	37085.572
301	140	3	6	1	1	10	1.167	-15	-15	37088.622
301	141	3	2	1	1	2	0.2334	15	15	37093.373
301	142	3	3	1	1	2	0.2334	-15	-15	37096.572
301	143	3	5	1	1	3	0.3501	-15	15	37099.756
301	144	3	3	1	1	3	0.3501	15	15	37104.588
301	145	3	4	1	1	1	0.1167	-15	15	37107.789
301	146	3	5	1	1	8	0.9336	-15	-15	37112.056
301	147	3	2	1	1	10	1.167	15	-15	37115.639
301	148	3	1	1	1	10	1.167	-15	-15	37119.238
301	149	3	3	1	0	2	0.2334	-15	15	37123.121
301	150	3	4	1	1	10	1.167	-15	15	37126.689
301	151	3	3	1	1	1	0.1167	15	15	37130.472
301	152	3	4	1	1	10	1.167	-15	15	37133.755
301	153	3	4	1	1	10	1.167	15	15	37137.921
301	154	3	5	1	1	1	0.1167	-15	-15	37141.671
301	155	3	2	1	1	5	0.5835	15	15	37145.255
301	156	3	1	1	1	3	0.3501	15	15	37148.505
301	157	3	4	1	1	5	0.5835	15	15	37152.055
301	158	3	3	1	1	3	0.3501	15	15	37155.521
301	159	3	3	1	1	1	0.1167	15	-15	37158.804
301	160	3	3	1	1	3	0.3501	15	-15	37162.255
301	161	3	1	1	1	8	0.9336	15	-15	37168.321
301	162	3	6	1	1	3	0.3501	-15	-15	37171.771
301	163	3	5	1	1	8	0.9336	-15	15	37175.12
301	164	3	6	1	1	3	0.3501	-15	-15	37178.588
301	165	3	2	1	1	10	1.167	-15	-15	37182.404
301	166	3	6	1	1	3	0.3501	-15	15	37186.454
301	167	3	3	1	1	8	0.9336	15	-15	37191.12
301	168	3	1	1	1	1	0.1167	15	-15	37195.504
301	169	3	3	1	1	3	0.3501	15	15	37198.671
301	170	3	1	1	1	3	0.3501	15	-15	37201.771
301	171	3	3	1	1	1	0.1167	15	15	37204.937
301	172	3	3	1	1	1	0.1167	-15	-15	37208.27
301	173	3	1	1	1	5	0.5835	15	-15	37211.42
301	174	3	2	1	1	1	0.1167	15	15	37214.654
301	175	3	6	1	1	3	0.3501	-15	-15	37217.72
301	176	3	3	1	1	1	0.1167	-15	-15	37221.07
301	177	3	4	1	1	3	0.3501	15	15	37224.27
301	178	3	4	1	1	10	1.167	15	15	37227.553
301	179	3	1	1	1	10	1.167	15	15	37231.17
301	180	3	3	1	1	10	1.167	-15	15	37234.537
301	181	4	4	1	1	2	0.2334	-15	-15	37247.603
301	182	4	4	1	1	1	0.1167	-15	15	37251.087
301	183	4	1	1	1	1	0.1167	15	15	37254.686
301	184	4	2	1	1	5	0.5835	15	-15	37258.053
301	185	4	3	1	0	2	0.2334	15	15	37261.519
301	186	4	1	1	1	1	0.1167	15	-15	37266.12
301	187	4	1	1	1	2	0.2334	15	-15	37269.653
301	188	4	3	1	1	5	0.5835	15	-15	37272.886
301	189	4	4	1	1	8	0.9336	-15	-15	37276.402
301	190	4	2	1	1	3	0.3501	15	-15	37279.819
301	191	4	1	1	1	1	0.1167	15	15	37283.336
301	192	4	6	1	1	8	0.9336	-15	15	37286.919
301	193	4	2	1	1	5	0.5835	-15	15	37291.019
301	194	4	5	1	1	3	0.3501	-15	-15	37295.352
301	195	4	5	1	1	5	0.5835	-15	-15	37298.618
301	196	4	4	1	1	2	0.2334	-15	-15	37302.686
301	197	4	3	1	1	3	0.3501	15	-15	37306.635
301	198	4	4	1	1	5	0.5835	-15	-15	37310.118
301	199	4	1	1	1	10	1.167	-15	15	37313.535
301	200	4	1	1	1	3	0.3501	-15	15	37316.985
301	201	4	2	1	1	8	0.9336	15	-15	37320.635
301	202	4	5	1	1	1	0.1167	-15	15	37324.135
301	203	4	2	0	0	2	0.2334	-15	15	37327.751
301	204	4	2	1	1	2	0.2334	15	15	37332.684
301	205	4	3	1	1	3	0.3501	-15	-15	37336.169
301	206	4	1	1	1	2	0.2334	-15	-15	37339.535
301	207	4	2	1	1	5	0.5835	-15	15	37343.301
301	208	4	6	1	1	3	0.3501	-15	15	37346.568
301	209	4	4	1	0	3	0.3501	15	-15	37350.267
301	210	4	3	1	1	5	0.5835	-15	-15	37353.685
301	211	4	2	1	0	5	0.5835	-15	-15	37356.801
301	212	4	4	1	1	3	0.3501	-15	-15	37360.551
301	213	4	4	1	1	10	1.167	15	15	37363.884
301	214	4	4	1	1	8	0.9336	15	-15	37367.167
301	215	4	3	1	1	2	0.2334	-15	15	37370.301
301	216	4	6	1	1	1	0.1167	-15	-15	37373.451
301	217	4	2	1	0	8	0.9336	15	-15	37377.134
301	218	4	3	1	1	8	0.9336	-15	15	37380.217
301	219	4	1	1	1	8	0.9336	-15	-15	37383.284
301	220	4	2	1	1	2	0.2334	-15	-15	37387.218
301	221	4	3	1	1	3	0.3501	15	-15	37390.651
301	222	4	3	1	1	2	0.2334	15	15	37394.017
301	223	4	2	1	1	8	0.9336	-15	15	37397.15
301	224	4	3	1	1	1	0.1167	-15	-15	37400.55
301	225	4	3	1	1	8	0.9336	15	-15	37405.251
301	226	4	2	0	1	3	0.3501	-15	15	37408.567
301	227	4	5	0	1	1	0.1167	-15	15	37415.683
301	228	4	5	1	1	8	0.9336	-15	15	37424.867
301	229	4	4	1	1	2	0.2334	15	-15	37429.05
301	230	4	6	1	1	1	0.1167	-15	-15	37432.666
301	231	4	3	1	1	5	0.5835	-15	15	37436.333
301	232	4	2	1	1	2	0.2334	15	-15	37440
301	233	4	4	1	1	10	1.167	15	15	37443.55
301	234	4	3	0	1	1	0.1167	-15	15	37447.349
301	235	4	2	1	1	3	0.3501	-15	-15	37452.249
301	236	4	2	1	1	3	0.3501	-15	15	37455.716
301	237	4	4	1	1	2	0.2334	-15	-15	37458.866
301	238	4	3	1	0	5	0.5835	15	15	37462.199
301	239	4	2	1	1	2	0.2334	15	-15	37465.799
301	240	4	5	1	1	1	0.1167	-15	15	37469.632
301	241	5	3	1	0	2	0.2334	15	15	37509.782
301	242	5	3	1	1	10	1.167	-15	-15	37516.215
301	243	5	4	1	0	1	0.1167	15	15	37519.865
301	244	5	2	1	1	1	0.1167	15	-15	37523.198
301	245	5	2	1	1	2	0.2334	15	15	37525.981
301	246	5	4	1	1	3	0.3501	15	-15	37528.798
301	247	5	4	1	1	1	0.1167	15	-15	37531.682
301	248	5	1	1	1	10	1.167	15	15	37534.581
301	249	5	6	1	1	10	1.167	-15	15	37538.114
301	250	5	3	1	1	5	0.5835	15	15	37541.564
301	251	5	3	1	1	2	0.2334	-15	15	37544.432
301	252	5	3	1	1	2	0.2334	15	-15	37547.215
301	253	5	6	1	1	5	0.5835	-15	-15	37549.998
301	254	5	2	1	1	2	0.2334	-15	-15	37553.131
301	255	5	1	1	1	3	0.3501	15	-15	37556.014
301	256	5	3	1	1	3	0.3501	-15	-15	37558.847
301	257	5	1	1	1	10	1.167	-15	15	37562.465
301	258	5	2	1	1	5	0.5835	15	-15	37566.181
301	259	5	4	1	1	1	0.1167	15	-15	37569.081
301	260	5	4	1	1	2	0.2334	-15	-15	37571.964
301	261	5	5	1	1	5	0.5835	-15	-15	37574.747
301	262	5	1	1	1	5	0.5835	-15	15	37577.963
301	263	5	1	1	1	10	1.167	15	-15	37580.881
301	264	5	2	1	1	8	0.9336	-15	15	37583.914
301	265	5	1	1	1	1	0.1167	15	15	37586.83
301	266	5	2	1	1	2	0.2334	-15	-15	37589.68
301	267	5	2	1	1	8	0.9336	-15	-15	37592.58
301	268	5	3	1	1	1	0.1167	-15	15	37596.546
301	269	5	5	1	1	8	0.9336	-15	-15	37599.547
301	270	5	2	1	1	1	0.1167	-15	-15	37602.63
301	271	5	2	1	1	2	0.2334	-15	15	37605.53
301	272	5	3	1	1	5	0.5835	-15	-15	37608.597
301	273	5	3	1	1	1	0.1167	15	-15	37611.43
301	274	5	3	1	1	3	0.3501	15	15	37615.78
301	275	5	2	1	1	1	0.1167	15	15	37618.763
301	276	5	3	1	1	2	0.2334	15	15	37621.83
301	277	5	3	1	1	3	0.3501	15	15	37624.796
301	278	5	1	1	1	1	0.1167	-15	-15	37627.863
301	279	5	3	1	1	2	0.2334	-15	15	37631.063
301	280	5	1	1	1	3	0.3501	-15	15	37635.063
301	281	5	1	1	1	1	0.1167	15	15	37638.046
301	282	5	4	1	1	3	0.3501	15	-15	37641.229
301	283	5	5	1	1	3	0.3501	-15	-15	37644.213
301	284	5	1	1	1	1	0.1167	-15	-15	37647.429
301	285	5	2	1	1	1	0.1167	15	-15	37650.413
301	286	5	2	1	0	5	0.5835	-15	-15	37653.446
301	287	5	4	1	1	5	0.5835	-15	15	37656.796
301	288	5	2	1	1	10	1.167	15	15	37659.796
301	289	5	1	1	1	1	0.1167	15	-15	37662.895
301	290	5	4	1	1	2	0.2334	15	-15	37666.162
301	291	5	1	1	1	2	0.2334	15	-15	37669.846
301	292	5	6	1	1	1	0.1167	-15	15	37673.329
301	293	5	3	1	1	2	0.2334	-15	15	37676.695
301	294	5	2	1	1	3	0.3501	15	15	37679.845
301	295	5	5	1	1	1	0.1167	-15	-15	37683.078
301	296	5	1	1	1	10	1.167	15	-15	37686.746
301	297	5	6	1	1	5	0.5835	-15	15	37690.329
301	298	5	2	1	1	10	1.167	15	-15	37693.978
301	299	5	3	1	1	1	0.1167	-15	-15	37697.528
301	300	5	5	1	1	10	1.167	-15	-15	37700.878
301	301	6	5	1	1	8	0.9336	-15	15	37715.544
301	302	6	2	1	1	3	0.3501	15	15	37718.811
301	303	6	1	1	0	3	0.3501	15	-15	37721.862
301	304	6	2	1	1	10	1.167	15	15	37725.261
301	305	6	3	1	1	10	1.167	15	15	37728.778
301	306	6	5	1	1	2	0.2334	-15	-15	37732.644
301	307	6	1	1	1	10	1.167	-15	15	37736.144
301	308	6	2	1	1	2	0.2334	15	15	37739.278
301	309	6	2	1	1	8	0.9336	15	15	37742.244
301	310	6	5	0	1	5	0.5835	-15	15	37745.294
301	311	6	3	1	1	10	1.167	15	15	37748.411
301	312	6	6	1	1	5	0.5835	-15	15	37751.394
301	313	6	3	1	1	3	0.3501	-15	15	37754.578
301	314	6	4	1	1	2	0.2334	15	15	37757.578
301	315	6	3	1	1	1	0.1167	-15	15	37760.911
301	316	6	5	1	1	2	0.2334	-15	-15	37763.694
301	317	6	1	1	1	2	0.2334	-15	15	37767.144
301	318	6	2	1	1	3	0.3501	-15	15	37770.193
301	319	6	4	1	1	5	0.5835	-15	15	37773.244
301	320	6	2	1	1	10	1.167	15	-15	37776.527
301	321	6	1	1	1	8	0.9336	15	15	37779.677
301	322	6	3	1	1	3	0.3501	15	-15	37783.877
301	323	6	1	1	1	3	0.3501	15	-15	37787.377
301	324	6	4	1	1	8	0.9336	-15	15	37790.394
301	325	6	1	1	1	10	1.167	-15	-15	37793.394
301	326	6	1	1	1	3	0.3501	15	15	37796.743
301	327	6	4	1	1	1	0.1167	-15	-15	37799.877
301	328	6	2	1	1	10	1.167	15	15	37802.91
301	329	6	5	1	1	3	0.3501	-15	-15	37806.126
301	330	6	2	1	1	5	0.5835	-15	15	37809.394
301	331	6	2	1	1	8	0.9336	-15	-15	37812.393
301	332	6	5	1	1	8	0.9336	-15	15	37815.893
301	333	6	1	1	1	1	0.1167	15	15	37821.226
301	334	6	5	1	1	3	0.3501	-15	15	37824.36
301	335	6	4	1	1	5	0.5835	15	-15	37827.56
301	336	6	2	1	1	3	0.3501	15	-15	37830.593
301	337	6	4	1	1	8	0.9336	-15	-15	37833.609
301	338	6	3	1	1	10	1.167	15	-15	37836.692
301	339	6	2	1	1	2	0.2334	15	-15	37840.076
301	340	6	6	1	1	3	0.3501	-15	15	37843.126
301	341	6	3	1	0	2	0.2334	15	-15	37846.509
301	342	6	1	1	0	3	0.3501	15	15	37852.542
301	343	6	2	1	1	8	0.9336	-15	-15	37857.009
301	344	6	4	1	1	2	0.2334	-15	-15	37860.176
301	345	6	1	1	1	10	1.167	-15	-15	37863.209
301	346	6	4	1	1	2	0.2334	-15	15	37866.276
301	347	6	5	1	1	10	1.167	-15	-15	37869.275
301	348	6	1	1	1	1	0.1167	15	-15	37873.808
301	349	6	3	1	1	10	1.167	-15	15	37876.942
301	350	6	6	1	1	8	0.9336	-15	15	37880.026
301	351	6	2	1	1	3	0.3501	-15	-15	37883.075
301	352	6	4	1	1	10	1.167	-15	-15	37886.125
301	353	6	1	1	1	2	0.2334	-15	-15	37889.108
301	354	6	6	1	1	3	0.3501	-15	15	37892.125
301	355	6	1	1	1	3	0.3501	15	-15	37895.159
301	356	6	6	1	1	5	0.5835	-15	-15	37898.175
301	357	6	4	1	1	1	0.1167	15	15	37901.258
301	358	6	4	1	1	8	0.9336	-15	15	37904.225
301	359	6	3	1	1	3	0.3501	-15	-15	37907.258
301	360	6	5	1	1	8	0.9336	-15	-15	37910.241
301	361	7	4	1	1	3	0.3501	15	-15	37940.157
301	362	7	4	1	1	2	0.2334	15	-15	37944.39
301	363	7	1	1	0	1	0.1167	-15	15	37947.575
301	364	7	1	1	1	5	0.5835	15	15	37950.824
301	365	7	2	1	1	2	0.2334	15	-15	37953.924
301	366	7	3	1	1	2	0.2334	15	15	37957.19
301	367	7	4	1	1	10	1.167	15	15	37962.19
301	368	7	3	1	1	2	0.2334	15	-15	37965.657
301	369	7	4	1	0	3	0.3501	15	15	37968.757
301	370	7	2	1	1	3	0.3501	15	-15	37971.74
301	371	7	3	1	1	1	0.1167	15	15	37974.724
301	372	7	4	1	1	8	0.9336	15	15	37977.607
301	373	7	1	0	1	1	0.1167	15	15	37980.606
301	374	7	4	1	1	5	0.5835	15	-15	37984.19
301	375	7	5	1	1	1	0.1167	-15	15	37987.324
301	376	7	1	1	1	3	0.3501	15	-15	37990.49
301	377	7	4	1	1	1	0.1167	15	15	37993.423
301	378	7	2	1	1	1	0.1167	-15	15	37996.373
301	379	7	3	1	0	2	0.2334	-15	15	37999.39
301	380	7	6	1	0	10	1.167	-15	15	38002.34
301	381	7	5	1	1	1	0.1167	-15	-15	38005.59
301	382	7	5	1	1	10	1.167	-15	15	38008.59
301	383	7	5	1	1	5	0.5835	-15	-15	38012.023
301	384	7	3	1	1	8	0.9336	15	-15	38015.106
301	385	7	2	1	1	3	0.3501	15	15	38018.773
301	386	7	4	1	1	3	0.3501	15	15	38021.723
301	387	7	1	1	1	2	0.2334	-15	15	38024.673
301	388	7	5	0	0	2	0.2334	-15	-15	38027.956
301	389	7	6	1	1	10	1.167	-15	-15	38031.672
301	390	7	3	1	1	8	0.9336	-15	15	38036.673
301	391	7	2	1	1	3	0.3501	15	-15	38039.689
301	392	7	5	1	1	2	0.2334	-15	-15	38042.722
301	393	7	5	1	1	2	0.2334	-15	15	38045.805
301	394	7	5	1	1	2	0.2334	-15	-15	38049.072
301	395	7	3	1	1	2	0.2334	15	-15	38052.206
301	396	7	6	1	1	3	0.3501	-15	-15	38055.073
301	397	7	5	1	1	1	0.1167	-15	-15	38058.239
301	398	7	3	1	0	2	0.2334	-15	15	38061.189
301	399	7	3	1	1	3	0.3501	-15	15	38064.222
301	400	7	3	1	1	2	0.2334	15	-15	38068.288
301	401	7	1	1	1	3	0.3501	-15	-15	38071.156
301	402	7	1	1	1	5	0.5835	15	-15	38074.022
301	403	7	4	1	1	3	0.3501	-15	15	38076.872
301	404	7	2	1	1	1	0.1167	-15	-15	38079.738
301	405	7	4	1	1	1	0.1167	-15	-15	38082.605
301	406	7	3	1	1	5	0.5835	15	15	38085.738
301	407	7	6	1	1	3	0.3501	-15	-15	38088.655
301	408	7	4	1	1	5	0.5835	15	-15	38091.672
301	409	7	3	1	1	2	0.2334	15	15	38094.605
301	410	7	1	1	0	5	0.5835	-15	-15	38097.471
301	411	7	4	1	1	1	0.1167	-15	-15	38100.838
301	412	7	2	1	1	1	0.1167	15	15	38103.838
301	413	7	5	1	1	2	0.2334	-15	-15	38106.838
301	414	7	1	1	1	8	0.9336	15	-15	38109.905
301	415	7	2	1	1	8	0.9336	-15	15	38113.621
301	416	7	4	1	1	8	0.9336	-15	-15	38116.638
301	417	7	3	1	1	10	1.167	15	-15	38120.004
301	418	7	1	1	1	2	0.2334	15	-15	38123.221
301	419	7	1	1	1	8	0.9336	15	-15	38126.488
301	420	7	1	1	0	2	0.2334	15	15	38131.187
301	421	8	4	1	1	1	0.1167	-15	15	38149.121
301	422	8	4	1	1	5	0.5835	-15	-15	38153.22
301	423	8	4	1	1	1	0.1167	15	-15	38156.388
301	424	8	3	1	1	5	0.5835	-15	-15	38159.287
301	425	8	1	1	1	5	0.5835	15	-15	38162.471
301	426	8	4	1	1	2	0.2334	-15	15	38165.587
301	427	8	1	1	1	8	0.9336	15	-15	38168.653
301	428	8	3	1	1	3	0.3501	15	-15	38171.687
301	429	8	2	1	1	2	0.2334	15	15	38175.004
301	430	8	6	1	1	8	0.9336	-15	15	38177.904
301	431	8	2	1	1	5	0.5835	15	15	38181.02
301	432	8	3	1	0	2	0.2334	15	-15	38184.12
301	433	8	4	1	0	2	0.2334	-15	15	38187.086
301	434	8	4	1	1	8	0.9336	15	-15	38190.286
301	435	8	3	1	0	1	0.1167	-15	15	38193.87
301	436	8	6	1	1	2	0.2334	-15	15	38197.037
301	437	8	3	1	1	5	0.5835	15	-15	38200.52
301	438	8	1	1	0	3	0.3501	-15	15	38203.969
301	439	8	3	1	1	8	0.9336	-15	15	38206.969
301	440	8	4	1	1	2	0.2334	15	15	38211.286
301	441	8	1	1	1	5	0.5835	15	15	38214.236
301	442	8	1	1	1	10	1.167	15	15	38217.369
301	443	8	4	1	1	8	0.9336	-15	-15	38220.553
301	444	8	5	1	0	5	0.5835	-15	-15	38223.902
301	445	8	3	1	1	8	0.9336	15	15	38227.503
301	446	8	2	1	1	2	0.2334	15	15	38230.553
301	447	8	2	1	1	1	0.1167	-15	15	38233.419
301	448	8	4	1	1	3	0.3501	-15	-15	38236.519
301	449	8	1	1	1	2	0.2334	15	15	38239.669
301	450	8	2	1	1	10	1.167	-15	-15	38242.752
301	451	8	4	1	1	3	0.3501	-15	-15	38245.903
301	452	8	6	1	1	2	0.2334	-15	15	38248.969
301	453	8	6	1	1	2	0.2334	-15	-15	38252.419
301	454	8	2	1	0	2	0.2334	-15	15	38255.985
301	455	8	4	1	1	1	0.1167	15	-15	38258.718
301	456	8	4	1	1	10	1.167	-15	-15	38261.502
301	457	8	6	1	1	3	0.3501	-15	15	38264.636
301	458	8	2	1	1	3	0.3501	-15	-15	38267.985
301	459	8	2	1	1	5	0.5835	-15	-15	38271.002
301	460	8	3	1	1	1	0.1167	15	15	38273.918
301	461	8	6	1	1	2	0.2334	-15	-15	38276.918
301	462	8	4	1	1	10	1.167	15	-15	38280.402
301	463	8	4	1	1	1	0.1167	-15	-15	38283.568
301	464	8	2	1	1	10	1.167	-15	-15	38286.535
301	465	8	2	1	1	8	0.9336	15	15	38289.368
301	466	8	5	1	1	2	0.2334	-15	15	38292.268
301	467	8	6	1	1	2	0.2334	-15	-15	38295.901
301	468	8	2	1	1	10	1.167	-15	15	38298.968
301	469	8	6	1	1	1	0.1167	-15	-15	38302.151
301	470	8	3	1	0	8	0.9336	15	15	38305.418
301	471	8	2	1	1	8	0.9336	15	-15	38308.534
301	472	8	4	1	1	1	0.1167	-15	15	38311.584
301	473	8	2	1	1	1	0.1167	-15	-15	38316.801
301	474	8	2	1	0	2	0.2334	-15	15	38319.951
301	475	8	3	1	1	8	0.9336	-15	-15	38322.934
301	476	8	4	1	1	1	0.1167	-15	-15	38325.901
301	477	8	2	1	1	3	0.3501	15	15	38328.884
301	478	8	2	1	1	1	0.1167	15	-15	38331.934
301	479	8	6	1	1	8	0.9336	-15	-15	38335.801
301	480	8	4	1	1	10	1.167	-15	15	38338.884
301	481	9	6	0	1	1	0.1167	-15	-15	38363.45
