SubjName	TrialN	WhichBlock	FaceCombination	FacesAcc	Accuracy	Lags	SOA	Tilt4T1	Tilt4T2	TimeofDay
302	228	4	4	0	1	2	0.2334	-15	15	42659.508
302	229	4	6	1	1	10	1.167	-15	15	42662.624
302	230	4	3	1	1	10	1.167	-15	15	42666.657
302	231	4	3	0	0	2	0.2334	-15	15	42671.792
302	232	4	4	0	0	1	0.1167	-15	15	42675.591
302	233	4	1	1	1	8	0.9336	-15	-15	42679.091
302	234	4	4	1	1	3	0.3501	-15	15	42682.724
302	235	4	1	0	1	1	0.1167	-15	-15	42686.658
302	236	4	1	1	1	5	0.5835	15	15	42691.524
302	237	4	2	1	1	5	0.5835	15	15	42695.207
302	238	4	2	1	1	3	0.3501	-15	-15	42698.84
302	239	4	6	1	0	3	0.3501	-15	-15	42702.391
302	240	4	1	1	0	1	0.1167	-15	15	42705.941
302	241	5	4	1	0	2	0.2334	15	-15	42817.105
302	242	5	1	1	1	3	0.3501	-15	-15	42821.205
302	243	5	2	1	1	8	0.9336	15	15	42824.606
302	244	5	3	0	0	1	0.1167	-15	-15	42827.506
302	245	5	1	0	0	5	0.5835	-15	15	42832.155
302	246	5	2	1	1	5	0.5835	-15	-15	42837.855
302	247	5	1	1	1	3	0.3501	-15	-15	42841.071
302	248	5	3	1	1	10	1.167	15	-15	42845.405
302	249	5	2	1	1	5	0.5835	15	-15	42848.655
302	250	5	2	1	0	1	0.1167	15	-15	42853.855
302	251	5	1	1	1	2	0.2334	-15	15	42857.621
302	252	5	4	1	1	2	0.2334	15	15	42860.655
302	253	5	3	0	1	1	0.1167	15	-15	42863.888
302	254	5	4	1	0	2	0.2334	-15	-15	42868.271
302	255	5	2	1	0	1	0.1167	-15	-15	42872.321
302	256	5	3	1	1	5	0.5835	-15	15	42877.105
302	257	5	6	1	1	1	0.1167	-15	15	42880.121
302	258	5	3	1	1	10	1.167	15	-15	42883.471
302	259	5	1	1	1	1	0.1167	15	15	42886.687
302	260	5	5	1	1	3	0.3501	-15	-15	42890.537
302	261	5	1	1	1	3	0.3501	-15	15	42893.72
302	262	5	3	0	1	2	0.2334	-15	-15	42897.621
302	263	5	1	1	1	1	0.1167	15	15	42902.604
302	264	5	1	1	0	1	0.1167	-15	15	42905.637
302	265	5	5	1	1	1	0.1167	-15	15	42909.17
302	266	5	3	1	1	5	0.5835	15	15	42914.554
302	267	5	6	1	1	8	0.9336	-15	-15	42917.52
302	268	5	3	1	1	2	0.2334	15	15	42921.503
302	269	5	5	0	0	5	0.5835	-15	15	42924.437
302	270	5	1	1	1	10	1.167	15	-15	42929.086
302	271	5	2	1	1	2	0.2334	15	15	42932.32
302	272	5	2	1	1	2	0.2334	-15	-15	42935.37
302	273	5	3	1	1	1	0.1167	-15	-15	42938.603
302	274	5	2	0	0	2	0.2334	15	-15	42942.769
302	275	5	3	0	0	1	0.1167	-15	-15	42947.837
302	276	5	2	1	0	5	0.5835	15	-15	42952.487
302	277	5	1	1	0	5	0.5835	-15	15	42955.903
302	278	5	5	0	0	2	0.2334	-15	15	42960.086
302	279	5	2	1	0	8	0.9336	15	15	42963.636
302	280	5	1	1	1	2	0.2334	-15	-15	42967.386
302	281	5	1	1	1	3	0.3501	15	15	42970.27
302	282	5	4	1	1	5	0.5835	-15	15	42973.236
302	283	5	4	1	1	5	0.5835	15	15	42976.419
302	284	5	4	1	1	8	0.9336	-15	-15	42979.669
302	285	5	3	0	1	2	0.2334	15	-15	42983.636
302	286	5	2	1	1	8	0.9336	-15	-15	42988.702
302	287	5	1	1	1	5	0.5835	-15	-15	42993.435
302	288	5	3	1	1	10	1.167	15	15	42996.335
302	289	5	1	1	1	3	0.3501	15	15	43000.703
302	290	5	4	1	1	10	1.167	15	15	43003.602
302	291	5	3	1	1	3	0.3501	15	-15	43007.285
302	292	5	3	1	1	3	0.3501	-15	-15	43012.518
302	293	5	5	1	1	3	0.3501	-15	15	43016.185
302	294	5	6	1	1	3	0.3501	-15	15	43020.302
302	295	5	2	1	1	3	0.3501	-15	-15	43023.885
302	296	5	2	1	1	10	1.167	15	-15	43027.018
302	297	5	4	1	1	3	0.3501	-15	15	43032.701
302	298	5	4	1	1	2	0.2334	-15	-15	43035.669
302	299	5	4	1	1	2	0.2334	15	-15	43038.768
302	300	5	1	1	1	1	0.1167	-15	15	43041.901
302	301	6	6	1	1	3	0.3501	-15	-15	43216.182
302	302	6	5	1	1	1	0.1167	-15	15	43221.215
302	303	6	6	1	1	2	0.2334	-15	15	43226.181
302	304	6	5	1	1	2	0.2334	-15	15	43231.398
302	305	6	3	1	1	3	0.3501	15	15	43234.598
302	306	6	6	1	1	2	0.2334	-15	-15	43237.714
302	307	6	1	1	0	1	0.1167	15	-15	43241.248
302	308	6	6	1	1	2	0.2334	-15	-15	43244.848
302	309	6	3	1	0	2	0.2334	15	15	43248.215
302	310	6	5	0	0	10	1.167	-15	-15	43252.764
302	311	6	4	1	1	3	0.3501	15	15	43258.347
302	312	6	1	1	1	2	0.2334	15	15	43261.447
302	313	6	2	1	1	8	0.9336	15	-15	43265.814
302	314	6	5	0	1	8	0.9336	-15	-15	43269.681
302	315	6	2	1	1	10	1.167	-15	15	43273.114
302	316	6	6	0	0	1	0.1167	-15	-15	43276.23
302	317	6	3	0	0	1	0.1167	15	-15	43279.348
302	318	6	5	1	0	2	0.2334	-15	-15	43282.447
302	319	6	4	1	0	1	0.1167	15	-15	43286.714
302	320	6	2	1	1	1	0.1167	15	15	43290.214
302	321	6	5	1	1	1	0.1167	-15	15	43293.03
302	322	6	4	1	1	3	0.3501	15	-15	43296.647
302	323	6	2	1	1	10	1.167	-15	15	43301.314
302	324	6	2	1	1	8	0.9336	-15	15	43305.497
302	325	6	1	0	1	1	0.1167	15	-15	43308.547
302	326	6	6	0	1	5	0.5835	-15	15	43312.846
302	327	6	2	1	1	8	0.9336	15	15	43317.013
302	328	6	4	1	1	3	0.3501	-15	15	43320.18
302	329	6	4	1	1	8	0.9336	-15	-15	43323.146
302	330	6	6	1	1	8	0.9336	-15	15	43326.046
302	331	6	5	1	1	1	0.1167	-15	-15	43329.346
302	332	6	4	1	1	3	0.3501	-15	15	43332.797
302	333	6	1	1	0	2	0.2334	15	-15	43335.58
302	334	6	3	1	0	2	0.2334	-15	15	43338.263
302	335	6	2	1	1	8	0.9336	-15	15	43341.629
302	336	6	4	0	1	1	0.1167	-15	-15	43344.463
302	337	6	3	1	1	5	0.5835	-15	-15	43347.246
302	338	6	3	1	1	10	1.167	15	15	43352.13
302	339	6	2	1	1	5	0.5835	15	15	43355.229
302	340	6	1	1	1	2	0.2334	15	15	43358.146
302	341	6	1	1	1	2	0.2334	-15	-15	43361.145
302	342	6	1	1	1	2	0.2334	-15	-15	43364.429
302	343	6	2	1	1	2	0.2334	-15	-15	43367.613
302	344	6	3	1	1	10	1.167	-15	-15	43370.796
302	345	6	2	0	1	1	0.1167	15	15	43374.862
302	346	6	4	1	0	5	0.5835	-15	15	43378.462
302	347	6	6	1	1	10	1.167	-15	15	43382.978
302	348	6	1	1	1	10	1.167	15	15	43386.196
302	349	6	2	1	0	1	0.1167	15	-15	43389.829
302	350	6	3	1	1	10	1.167	15	15	43392.879
302	351	6	4	1	1	10	1.167	-15	15	43396.145
302	352	6	2	1	1	2	0.2334	-15	-15	43399.411
302	353	6	4	1	1	10	1.167	15	15	43403.079
302	354	6	1	0	1	5	0.5835	15	-15	43406.512
302	355	6	2	1	1	1	0.1167	15	15	43409.828
302	356	6	3	0	1	2	0.2334	-15	-15	43413.495
302	357	6	3	0	1	10	1.167	15	-15	43417.578
302	358	6	1	0	1	2	0.2334	-15	15	43422.278
302	359	6	3	1	0	10	1.167	15	-15	43427.361
302	360	6	3	0	0	1	0.1167	15	-15	43430.761
302	361	7	1	1	1	3	0.3501	-15	15	43540.092
302	362	7	4	0	1	1	0.1167	-15	-15	43543.093
302	363	7	4	1	1	10	1.167	15	15	43546.593
302	364	7	3	1	1	3	0.3501	-15	-15	43549.742
302	365	7	1	1	1	3	0.3501	15	15	43552.775
302	366	7	3	1	1	1	0.1167	-15	15	43555.592
302	367	7	2	1	1	5	0.5835	15	15	43558.475
302	368	7	5	1	1	10	1.167	-15	-15	43561.226
302	369	7	3	1	1	8	0.9336	15	15	43564.809
302	370	7	4	1	1	1	0.1167	15	15	43568.175
302	371	7	1	1	0	3	0.3501	-15	15	43570.942
302	372	7	2	1	1	10	1.167	-15	-15	43574.592
302	373	7	2	1	1	2	0.2334	15	15	43578.109
302	374	7	2	1	1	10	1.167	-15	-15	43581.425
302	375	7	5	1	1	8	0.9336	-15	15	43585.575
302	376	7	2	1	1	2	0.2334	-15	15	43588.808
302	377	7	1	0	1	1	0.1167	-15	-15	43592.258
302	378	7	4	1	0	1	0.1167	-15	-15	43596.442
302	379	7	5	1	1	5	0.5835	-15	-15	43602.375
302	380	7	2	1	1	2	0.2334	15	15	43606.274
302	381	7	1	1	1	3	0.3501	15	-15	43610.224
302	382	7	6	0	1	1	0.1167	-15	15	43614.825
302	383	7	4	1	0	2	0.2334	-15	15	43620.624
302	384	7	4	0	1	1	0.1167	-15	-15	43623.991
302	385	7	5	1	1	2	0.2334	-15	-15	43628.241
302	386	7	2	1	1	3	0.3501	15	15	43631.608
302	387	7	2	1	1	3	0.3501	15	-15	43634.541
302	388	7	3	1	1	8	0.9336	15	-15	43637.958
302	389	7	2	1	0	1	0.1167	15	15	43641.074
302	390	7	2	1	0	1	0.1167	15	-15	43644.59
302	391	7	3	1	1	5	0.5835	15	15	43647.608
302	392	7	1	1	1	1	0.1167	15	15	43650.391
302	393	7	3	1	0	3	0.3501	15	15	43653.057
302	394	7	6	0	1	1	0.1167	-15	15	43656.357
302	395	7	1	1	1	8	0.9336	15	-15	43659.407
302	396	7	4	1	0	10	1.167	15	15	43662.54
302	397	7	4	1	1	2	0.2334	-15	15	43668.907
302	398	7	1	1	1	5	0.5835	-15	15	43673.107
302	399	7	3	1	1	8	0.9336	-15	15	43676.19
302	400	7	1	1	1	5	0.5835	-15	-15	43679.14
302	401	7	2	1	0	1	0.1167	15	-15	43682.041
302	402	7	5	1	1	10	1.167	-15	-15	43687.04
302	403	7	2	0	1	1	0.1167	-15	-15	43691.79
302	404	7	1	1	1	10	1.167	-15	15	43696.639
302	405	7	3	1	0	5	0.5835	15	-15	43699.724
302	406	7	4	0	1	1	0.1167	15	15	43705.69
302	407	7	2	1	1	3	0.3501	15	-15	43709.573
302	408	7	1	1	0	5	0.5835	-15	-15	43713.506
302	409	7	3	1	1	5	0.5835	-15	15	43717.806
302	410	7	4	0	1	1	0.1167	15	15	43721.023
302	411	7	2	1	0	2	0.2334	15	-15	43724.723
302	412	7	6	1	1	2	0.2334	-15	15	43727.972
302	413	7	4	1	1	8	0.9336	15	15	43731.822
302	414	7	2	1	1	1	0.1167	15	-15	43735.256
302	415	7	1	1	1	3	0.3501	-15	-15	43738.689
302	416	7	4	0	1	2	0.2334	15	-15	43741.989
302	417	7	3	1	1	8	0.9336	-15	-15	43746.139
302	418	7	2	1	1	8	0.9336	15	-15	43749.955
302	419	7	4	1	1	1	0.1167	15	15	43755.106
302	420	7	1	1	1	10	1.167	15	15	43758.489
302	421	8	5	1	1	2	0.2334	-15	15	43846.604
302	422	8	4	1	1	5	0.5835	15	-15	43850.854
302	423	8	4	1	1	5	0.5835	-15	15	43853.853
302	424	8	1	1	1	5	0.5835	15	15	43856.521
302	425	8	3	0	1	1	0.1167	-15	-15	43859.304
302	426	8	4	1	1	10	1.167	15	-15	43862.437
302	427	8	6	1	1	5	0.5835	-15	-15	43865.47
302	428	8	2	1	1	2	0.2334	15	15	43868.937
302	429	8	1	0	1	10	1.167	-15	-15	43871.87
302	430	8	5	0	1	3	0.3501	-15	15	43880.503
302	431	8	2	1	1	8	0.9336	-15	-15	43885.286
302	432	8	4	1	1	5	0.5835	15	15	43888.803
302	433	8	4	1	1	8	0.9336	-15	15	43892.304
302	434	8	3	1	0	1	0.1167	-15	15	43895.253
302	435	8	4	1	1	8	0.9336	15	-15	43898.586
302	436	8	4	1	0	10	1.167	-15	-15	43901.669
302	437	8	1	1	1	3	0.3501	15	-15	43910.87
302	438	8	2	1	1	3	0.3501	-15	-15	43914.569
302	439	8	6	1	1	10	1.167	-15	15	43917.819
302	440	8	4	0	1	3	0.3501	-15	-15	43921.019
302	441	8	2	1	0	2	0.2334	-15	15	43924.852
302	442	8	1	1	0	2	0.2334	15	-15	43928.886
302	443	8	1	1	1	10	1.167	-15	15	43932.569
302	444	8	2	0	0	1	0.1167	-15	15	43935.569
302	445	8	1	1	0	2	0.2334	-15	15	43938.535
302	446	8	2	1	1	3	0.3501	-15	15	43941.568
302	447	8	1	1	1	8	0.9336	15	15	43944.769
302	448	8	4	1	1	2	0.2334	15	15	43947.669
302	449	8	6	1	1	10	1.167	-15	-15	43950.435
302	450	8	5	1	1	10	1.167	-15	-15	43953.352
302	451	8	3	0	0	2	0.2334	15	-15	43956.735
302	452	8	3	0	0	2	0.2334	15	-15	43960.418
302	453	8	3	1	1	1	0.1167	15	15	43963.952
302	454	8	3	1	1	3	0.3501	15	-15	43968.619
302	455	8	6	1	1	8	0.9336	-15	-15	43972.035
302	456	8	4	1	1	3	0.3501	-15	-15	43976.018
302	457	8	5	1	1	3	0.3501	-15	-15	43979.685
302	458	8	5	1	1	8	0.9336	-15	-15	43983.168
302	459	8	1	1	0	3	0.3501	-15	-15	43986.368
302	460	8	3	1	0	8	0.9336	-15	15	43991.318
302	461	8	1	1	1	8	0.9336	15	-15	43994.917
302	462	8	2	0	0	2	0.2334	15	15	43999.818
302	463	8	1	1	1	8	0.9336	-15	15	44005.134
302	464	8	6	1	1	1	0.1167	-15	-15	44008.034
302	465	8	2	0	1	1	0.1167	15	15	44011.301
302	466	8	4	0	0	3	0.3501	-15	15	44015.801
302	467	8	3	0	0	1	0.1167	-15	-15	44019.701
302	468	8	5	1	1	2	0.2334	-15	15	44024.384
302	469	8	5	1	1	10	1.167	-15	15	44028.6
302	470	8	1	1	1	5	0.5835	15	-15	44032.101
302	471	8	2	1	1	3	0.3501	-15	15	44035.034
302	472	8	4	1	0	1	0.1167	15	-15	44037.867
302	473	8	1	1	1	8	0.9336	15	-15	44040.617
302	474	8	3	1	1	3	0.3501	15	-15	44043.467
302	475	8	1	1	1	8	0.9336	15	15	44046.35
302	476	8	6	1	1	1	0.1167	-15	-15	44049.217
302	477	8	1	1	1	10	1.167	15	15	44053.3
302	478	8	4	1	1	3	0.3501	15	-15	44057.883
302	479	8	6	0	0	2	0.2334	-15	-15	44062.766
302	480	8	1	1	1	2	0.2334	-15	15	44066.85
302	481	9	4	1	1	5	0.5835	-15	-15	44194.848
302	482	9	2	1	1	1	0.1167	15	15	44198.364
302	483	9	3	1	1	2	0.2334	15	-15	44201.447
302	484	9	1	1	1	8	0.9336	15	-15	44204.347
302	485	9	3	0	1	1	0.1167	15	15	44209.448
302	486	9	2	0	1	1	0.1167	-15	-15	44213.081
302	487	9	4	1	1	3	0.3501	15	-15	44216.631
302	488	9	3	1	1	10	1.167	15	15	44220.23
302	489	9	5	0	0	3	0.3501	-15	15	44223.331
302	490	9	1	1	1	3	0.3501	-15	-15	44227.564
302	491	9	1	1	0	8	0.9336	15	-15	44231.78
302	492	9	1	1	1	1	0.1167	-15	-15	44236.497
302	493	9	1	1	1	8	0.9336	-15	-15	44240.163
302	494	9	1	1	0	1	0.1167	15	15	44244.164
302	495	9	2	1	1	5	0.5835	15	-15	44248.497
302	496	9	1	1	1	8	0.9336	-15	15	44251.996
302	497	9	5	1	1	10	1.167	-15	-15	44254.896
302	498	9	2	1	0	1	0.1167	-15	-15	44257.996
302	499	9	5	0	0	1	0.1167	-15	-15	44261.047
302	500	9	3	1	0	3	0.3501	-15	15	44265.463
302	501	9	6	1	1	5	0.5835	-15	-15	44268.996
302	502	9	2	0	1	5	0.5835	-15	-15	44273.513
302	503	9	4	1	1	8	0.9336	15	15	44276.48
302	504	9	5	1	1	3	0.3501	-15	15	44281.43
302	505	9	4	1	1	5	0.5835	-15	15	44284.929
302	506	9	2	0	1	1	0.1167	15	15	44289.329
302	507	9	3	1	0	8	0.9336	-15	-15	44293.43
302	508	9	1	1	1	10	1.167	-15	15	44296.579
302	509	9	3	1	0	5	0.5835	15	-15	44300.079
302	510	9	3	1	0	2	0.2334	15	-15	44305.029
302	511	9	1	1	1	1	0.1167	15	-15	44308.362
302	512	9	5	1	1	3	0.3501	-15	15	44311.296
302	513	9	4	1	1	8	0.9336	-15	15	44314.829
302	514	9	4	0	0	1	0.1167	-15	15	44318.029
302	515	9	2	1	1	8	0.9336	-15	15	44322.212
302	516	9	3	0	1	3	0.3501	-15	-15	44326.212
302	517	9	4	1	1	2	0.2334	15	15	44329.762
302	518	9	3	0	0	1	0.1167	15	-15	44332.795
302	519	9	2	1	0	2	0.2334	15	-15	44337.445
302	520	9	4	1	1	8	0.9336	-15	-15	44341.611
302	521	9	1	1	1	3	0.3501	15	15	44345.696
302	522	9	5	1	1	2	0.2334	-15	15	44349.895
302	523	9	3	0	0	2	0.2334	15	-15	44353.478
302	524	9	2	1	1	3	0.3501	15	15	44358.795
302	525	9	5	0	1	8	0.9336	-15	15	44361.728
302	526	9	6	1	1	5	0.5835	-15	15	44364.728
302	527	9	2	1	1	10	1.167	15	-15	44368.262
302	528	9	4	1	1	8	0.9336	15	15	44371.411
302	529	9	3	1	1	8	0.9336	15	15	44374.394
302	530	9	1	1	1	2	0.2334	15	-15	44377.178
302	531	9	4	1	0	3	0.3501	-15	-15	44380.444
302	532	9	2	1	1	3	0.3501	-15	-15	44383.345
302	533	9	5	1	1	5	0.5835	-15	15	44386.894
302	534	9	2	1	1	3	0.3501	15	-15	44390.561
302	535	9	5	1	1	3	0.3501	-15	-15	44395.11
302	536	9	2	1	1	10	1.167	-15	15	44398.711
302	537	9	2	1	1	8	0.9336	15	-15	44402.194
302	538	9	3	1	1	3	0.3501	15	15	44405.727
302	539	9	4	1	1	10	1.167	-15	-15	44408.644
302	540	9	1	0	0	1	0.1167	15	-15	44412.094
302	541	10	1	1	1	5	0.5835	15	15	44488.076
302	542	10	1	1	1	8	0.9336	15	15	44491.326
302	543	10	1	1	0	1	0.1167	-15	15	44494.076
302	544	10	2	0	1	2	0.2334	-15	-15	44497.159
302	545	10	5	1	0	1	0.1167	-15	-15	44500.559
302	546	10	3	1	1	8	0.9336	15	15	44504.326
302	547	10	3	1	1	3	0.3501	-15	15	44507.059
302	548	10	5	1	0	2	0.2334	-15	-15	44509.826
302	549	10	6	1	1	3	0.3501	-15	15	44513.675
302	550	10	5	1	1	8	0.9336	-15	-15	44518.025
302	551	10	6	1	1	2	0.2334	-15	-15	44522.292
302	552	10	4	1	1	1	0.1167	15	15	44525.959
302	553	10	1	0	0	1	0.1167	-15	15	44528.958
302	554	10	6	0	1	10	1.167	-15	15	44532.725
302	555	10	4	0	1	1	0.1167	-15	-15	44535.775
302	556	10	6	1	1	8	0.9336	-15	15	44538.742
302	557	10	6	1	1	10	1.167	-15	-15	44543.492
302	558	10	3	1	1	8	0.9336	15	-15	44547.458
302	559	10	2	1	1	3	0.3501	15	-15	44550.475
302	560	10	2	1	1	3	0.3501	-15	-15	44553.391
302	561	10	3	1	1	8	0.9336	-15	15	44556.342
302	562	10	3	1	0	3	0.3501	15	15	44559.192
302	563	10	6	1	1	2	0.2334	-15	-15	44563.491
302	564	10	3	1	1	2	0.2334	-15	15	44567.124
302	565	10	1	1	1	3	0.3501	15	15	44569.941
302	566	10	5	1	1	3	0.3501	-15	-15	44572.808
302	567	10	2	1	1	8	0.9336	-15	15	44576.208
302	568	10	4	1	0	10	1.167	-15	-15	44579.274
302	569	10	6	0	1	5	0.5835	-15	15	44582.274
302	570	10	4	1	1	10	1.167	15	15	44585.541
302	571	10	3	1	1	3	0.3501	15	15	44588.49
302	572	10	2	0	1	1	0.1167	-15	-15	44591.141
302	573	10	1	1	1	1	0.1167	-15	15	44594.008
302	574	10	3	1	0	5	0.5835	-15	-15	44597.357
302	575	10	5	1	1	5	0.5835	-15	15	44601.524
302	576	10	5	1	1	8	0.9336	-15	15	44605.69
302	577	10	3	1	1	1	0.1167	-15	-15	44609.424
302	578	10	5	1	1	8	0.9336	-15	15	44612.824
302	579	10	4	1	1	2	0.2334	-15	15	44615.957
302	580	10	4	1	1	1	0.1167	15	15	44618.857
302	581	10	1	1	1	10	1.167	15	-15	44621.673
302	582	10	4	1	1	3	0.3501	-15	-15	44624.856
302	583	10	2	1	1	8	0.9336	15	-15	44628.29
302	584	10	2	1	1	10	1.167	-15	-15	44631.673
302	585	10	3	1	1	8	0.9336	-15	15	44634.623
302	586	10	6	1	1	3	0.3501	-15	15	44638.623
302	587	10	1	1	1	2	0.2334	-15	-15	44641.989
302	588	10	1	1	0	1	0.1167	15	-15	44645.707
302	589	10	4	1	1	5	0.5835	15	-15	44649.073
302	590	10	5	1	1	2	0.2334	-15	-15	44651.89
302	591	10	2	1	1	3	0.3501	-15	15	44655.723
302	592	10	3	1	1	10	1.167	-15	-15	44659.006
302	593	10	1	1	1	2	0.2334	15	15	44662.29
302	594	10	2	1	0	2	0.2334	15	-15	44665.273
302	595	10	3	1	1	5	0.5835	15	15	44670.623
302	596	10	3	0	1	1	0.1167	-15	15	44673.506
302	597	10	3	0	0	3	0.3501	15	-15	44677.089
302	598	10	3	1	1	3	0.3501	-15	15	44681.889
302	599	10	3	0	0	3	0.3501	-15	-15	44685.522
302	600	10	2	1	1	5	0.5835	-15	15	44689.422
302	601	11	1	1	1	3	0.3501	15	15	44715.289
302	602	11	4	1	1	2	0.2334	15	-15	44719.122
302	603	11	2	1	1	8	0.9336	15	15	44721.988
302	604	11	3	0	1	3	0.3501	15	-15	44724.821
302	605	11	2	1	0	1	0.1167	-15	15	44727.621
302	606	11	3	0	1	1	0.1167	15	-15	44730.405
302	607	11	2	1	0	2	0.2334	15	-15	44733.855
302	608	11	3	1	1	3	0.3501	-15	15	44736.605
302	609	11	4	1	0	1	0.1167	15	-15	44739.605
302	610	11	4	1	1	1	0.1167	15	15	44742.421
302	611	11	6	1	1	5	0.5835	-15	15	44745.171
302	612	11	3	1	0	3	0.3501	-15	15	44748.288
302	613	11	2	1	1	2	0.2334	15	15	44751.155
302	614	11	4	0	1	2	0.2334	15	15	44754.055
302	615	11	3	0	0	1	0.1167	-15	-15	44757.621
302	616	11	1	1	1	8	0.9336	-15	15	44761.221
302	617	11	4	0	1	8	0.9336	15	-15	44764.021
302	618	11	3	1	1	2	0.2334	-15	15	44766.971
302	619	11	2	0	0	1	0.1167	-15	15	44770.471
302	620	11	2	1	1	8	0.9336	15	-15	44775.287
302	621	11	4	1	1	1	0.1167	-15	15	44778.854
302	622	11	1	1	1	2	0.2334	-15	-15	44781.887
302	623	11	3	1	1	8	0.9336	-15	-15	44784.688
302	624	11	3	1	1	3	0.3501	15	-15	44787.521
302	625	11	1	1	1	10	1.167	-15	-15	44790.987
302	626	11	4	0	1	1	0.1167	-15	15	44794.17
302	627	11	3	1	0	2	0.2334	15	15	44797.67
302	628	11	1	1	1	1	0.1167	-15	15	44801.421
302	629	11	6	0	1	1	0.1167	-15	-15	44804.97
302	630	11	4	1	0	1	0.1167	15	-15	44808.054
302	631	11	1	0	0	2	0.2334	15	-15	44810.937
302	632	11	5	1	1	5	0.5835	-15	15	44815.036
302	633	11	4	1	1	10	1.167	15	-15	44818.72
302	634	11	2	1	0	2	0.2334	-15	15	44821.903
302	635	11	4	1	1	3	0.3501	-15	-15	44825.137
302	636	11	1	1	1	5	0.5835	-15	15	44828.936
302	637	11	6	0	0	5	0.5835	-15	15	44831.769
302	638	11	6	0	1	2	0.2334	-15	15	44834.653
302	639	11	6	1	1	1	0.1167	-15	-15	44837.603
302	640	11	6	1	1	2	0.2334	-15	-15	44840.786
302	641	11	2	1	0	5	0.5835	-15	-15	44845.369
302	642	11	4	1	1	5	0.5835	15	-15	44848.186
302	643	11	5	0	1	10	1.167	-15	15	44852.72
302	644	11	2	1	1	8	0.9336	15	-15	44855.836
302	645	11	1	1	1	10	1.167	-15	15	44858.919
302	646	11	2	1	1	2	0.2334	-15	-15	44861.853
302	647	11	4	0	1	1	0.1167	15	-15	44864.902
302	648	11	3	0	0	1	0.1167	15	-15	44868.369
302	649	11	2	1	1	3	0.3501	15	15	44871.436
302	650	11	6	0	1	2	0.2334	-15	15	44874.736
302	651	11	6	1	1	2	0.2334	-15	15	44878.719
302	652	11	1	1	0	1	0.1167	15	-15	44883.619
302	653	11	5	1	1	1	0.1167	-15	15	44887.786
302	654	11	1	1	1	3	0.3501	15	-15	44891.252
302	655	11	3	1	1	5	0.5835	15	15	44894.419
302	656	11	4	1	1	1	0.1167	15	-15	44897.469
302	657	11	6	1	0	3	0.3501	-15	-15	44900.785
302	658	11	5	1	0	1	0.1167	-15	-15	44905.452
302	659	11	4	0	0	3	0.3501	15	-15	44909.835
302	660	11	4	1	1	8	0.9336	-15	15	44914.751
302	661	12	2	1	0	3	0.3501	15	15	44957.718
302	662	12	3	1	0	3	0.3501	15	-15	44961.268
302	663	12	1	1	0	3	0.3501	15	-15	44965.151
302	664	12	1	0	0	2	0.2334	-15	15	44968.134
302	665	12	2	1	0	1	0.1167	-15	15	44972.1
302	666	12	5	1	1	3	0.3501	-15	15	44975.501
302	667	12	6	1	1	1	0.1167	-15	-15	44979.101
302	668	12	2	1	1	8	0.9336	15	15	44983.334
302	669	12	3	0	0	2	0.2334	15	15	44987.05
302	670	12	3	1	0	3	0.3501	15	-15	44990.967
302	671	12	3	0	0	2	0.2334	15	-15	44993.901
302	672	12	3	1	1	2	0.2334	-15	-15	44999
302	673	12	2	1	0	5	0.5835	15	-15	45001.983
302	674	12	3	1	1	10	1.167	-15	-15	45004.767
302	675	12	1	1	0	1	0.1167	15	-15	45009.066
302	676	12	2	0	1	3	0.3501	-15	15	45012.05
302	677	12	3	1	0	2	0.2334	15	-15	45015.1
302	678	12	1	1	0	10	1.167	-15	-15	45018.266
302	679	12	3	1	0	5	0.5835	-15	-15	45023.416
302	680	12	1	1	1	5	0.5835	-15	15	45026.366
302	681	12	1	1	1	2	0.2334	-15	15	45029.3
302	682	12	5	1	0	1	0.1167	-15	15	45032.3
302	683	12	3	1	1	2	0.2334	-15	15	45035.55
302	684	12	5	1	1	5	0.5835	-15	15	45038.683
302	685	12	2	1	1	1	0.1167	-15	15	45043.682
302	686	12	1	1	1	3	0.3501	-15	15	45046.783
302	687	12	4	1	1	3	0.3501	15	-15	45049.549
302	688	12	2	0	0	1	0.1167	15	15	45052.249
302	689	12	4	1	1	2	0.2334	-15	15	45055.949
302	690	12	5	0	0	1	0.1167	-15	-15	45058.699
302	691	12	2	1	1	5	0.5835	15	15	45061.532
302	692	12	2	1	1	10	1.167	15	-15	45064.483
302	693	12	3	1	0	1	0.1167	-15	-15	45068.432
302	694	12	1	1	1	3	0.3501	-15	-15	45071.465
302	695	12	4	0	1	1	0.1167	-15	15	45074.749
302	696	12	2	1	0	3	0.3501	-15	15	45078.515
302	697	12	3	1	1	5	0.5835	15	-15	45081.366
302	698	12	4	1	1	8	0.9336	15	15	45084.415
302	699	12	2	1	1	3	0.3501	15	15	45087.465
302	700	12	2	1	1	10	1.167	-15	-15	45090.482
302	701	12	3	1	1	8	0.9336	15	-15	45093.315
302	702	12	3	1	1	10	1.167	-15	15	45096.081
302	703	12	6	1	0	1	0.1167	-15	-15	45098.932
302	704	12	1	1	1	5	0.5835	-15	-15	45102.099
302	705	12	3	1	1	10	1.167	-15	15	45105.548
302	706	12	4	1	0	10	1.167	-15	15	45108.565
302	707	12	4	1	1	1	0.1167	15	15	45111.298
302	708	12	2	1	1	10	1.167	15	15	45114.298
